"","age","gender","status","salary","bank"
"4360",40,"Male","Married",3527,"bandit-picsou"
"4361",25,"Female","Single",2987,"bandit-picsou"
"4362",86,"Female","Married",5221,"bandit-profit"
"4363",57,"Female","Married",4408,"bandit-radinou"
"4364",79,"Male","Divorced",5406,"bandit-profit"
"4365",55,"Male","Married",4136,"bandit-donsaluste"
"4366",48,"Female","Married",4542,"bandit-donsaluste"
"4367",57,"Female","Divorced",4371,"bandit-profit"
"4368",36,"Male","Single",4226,"bandit-picsou"
"4369",48,"Male","Single",4794,"bandit-donsaluste"
"4370",62,"Male","Married",4501,"bandit-donsaluste"
"4371",55,"Male","Single",4402,"bandit-profit"
"4372",53,"Female","Married",4458,"bandit-donsaluste"
"4373",47,"Female","Married",3576,"bandit-picsou"
"4374",46,"Male","Married",4769,"bandit-donsaluste"
"4375",63,"Male","Married",4610,"bandit-donsaluste"
"4376",98,"Male","Widowed",5478,"bandit-profit"
"4377",48,"Female","Single",3650,"bandit-profit"
"4378",63,"Male","Single",4056,"bandit-donsaluste"
"4379",36,"Male","Divorced",3893,"bandit-profit"
"4380",62,"Male","Married",5812,"bandit-donsaluste"
"4381",18,"Female","Single",2577,"bandit-picsou"
"4382",72,"Female","Married",5751,"bandit-profit"
"4383",28,"Male","Single",3510,"bandit-picsou"
"4384",76,"Female","Married",5148,"bandit-profit"
"4385",41,"Female","Married",4644,"bandit-picsou"
"4386",65,"Male","Divorced",5321,"bandit-profit"
"4387",22,"Female","Single",3354,"bandit-picsou"
"4388",93,"Male","Widowed",4810,"bandit-profit"
"4389",53,"Female","Single",3686,"bandit-donsaluste"
"4390",35,"Male","Divorced",3545,"bandit-radinou"
"4391",74,"Male","Married",5273,"bandit-donsaluste"
"4392",84,"Female","Married",5057,"bandit-profit"
"4393",40,"Female","Single",3444,"bandit-picsou"
"4394",31,"Female","Married",3110,"bandit-donsaluste"
"4395",47,"Female","Married",3937,"bandit-picsou"
"4396",66,"Female","Divorced",5428,"bandit-radinou"
"4397",59,"Male","Divorced",3745,"bandit-donsaluste"
"4398",55,"Male","Married",4591,"bandit-donsaluste"
"4399",86,"Male","Widowed",4511,"bandit-profit"
"4400",39,"Female","Single",4702,"bandit-donsaluste"
"4401",71,"Male","Single",4763,"bandit-picsou"
"4402",47,"Female","Married",4211,"bandit-picsou"
"4403",51,"Male","Single",4417,"bandit-donsaluste"
"4404",29,"Female","Married",2743,"bandit-radinou"
"4405",55,"Female","Married",4850,"bandit-profit"
"4406",19,"Female","Single",2654,"bandit-radinou"
"4407",24,"Female","Single",2720,"bandit-radinou"
"4408",32,"Male","Married",3229,"bandit-radinou"
"4409",73,"Male","Married",5376,"bandit-donsaluste"
"4410",69,"Male","Divorced",5763,"bandit-profit"
"4411",25,"Female","Married",3762,"bandit-picsou"
"4412",62,"Male","Divorced",4906,"bandit-radinou"
"4413",27,"Female","Single",2629,"bandit-picsou"
"4414",18,"Female","Single",2053,"bandit-picsou"
"4415",34,"Female","Single",2876,"bandit-picsou"
"4416",67,"Female","Married",5346,"bandit-donsaluste"
"4417",59,"Male","Divorced",4516,"bandit-donsaluste"
"4418",51,"Female","Married",4083,"bandit-picsou"
"4419",77,"Female","Widowed",5378,"bandit-donsaluste"
"4420",43,"Female","Single",3771,"bandit-picsou"
"4421",73,"Female","Married",4966,"bandit-profit"
"4422",25,"Male","Single",3082,"bandit-picsou"
"4423",59,"Male","Married",4189,"bandit-picsou"
"4424",61,"Female","Married",4988,"bandit-donsaluste"
"4425",63,"Male","Married",5804,"bandit-picsou"
"4426",39,"Male","Married",4006,"bandit-radinou"
"4427",70,"Female","Married",4772,"bandit-radinou"
"4428",74,"Male","Married",4745,"bandit-picsou"
"4429",42,"Female","Single",4234,"bandit-donsaluste"
"4430",27,"Male","Single",3537,"bandit-radinou"
"4431",75,"Male","Married",4144,"bandit-profit"
"4432",63,"Male","Married",4508,"bandit-profit"
"4433",21,"Female","Single",2496,"bandit-picsou"
"4434",58,"Female","Divorced",4354,"bandit-donsaluste"
"4435",48,"Female","Divorced",4682,"bandit-donsaluste"
"4436",49,"Male","Single",4891,"bandit-donsaluste"
"4437",19,"Female","Single",2505,"bandit-picsou"
"4438",19,"Male","Single",2521,"bandit-radinou"
"4439",46,"Male","Single",4822,"bandit-picsou"
"4440",34,"Female","Married",3812,"bandit-donsaluste"
"4441",34,"Male","Divorced",3052,"bandit-radinou"
"4442",42,"Female","Single",3565,"bandit-donsaluste"
"4443",42,"Female","Single",3900,"bandit-picsou"
"4444",41,"Male","Single",4004,"bandit-donsaluste"
"4445",55,"Male","Single",4415,"bandit-donsaluste"
"4446",23,"Female","Single",3489,"bandit-radinou"
"4447",70,"Male","Widowed",5699,"bandit-picsou"
"4448",33,"Male","Married",3031,"bandit-radinou"
"4449",40,"Male","Single",4557,"bandit-donsaluste"
"4450",59,"Female","Divorced",4429,"bandit-donsaluste"
"4451",57,"Male","Married",4281,"bandit-donsaluste"
"4452",69,"Male","Married",5234,"bandit-donsaluste"
"4453",57,"Female","Divorced",4124,"bandit-profit"
"4454",44,"Female","Married",3627,"bandit-picsou"
"4455",46,"Male","Single",3827,"bandit-donsaluste"
"4456",30,"Male","Married",2912,"bandit-radinou"
"4457",64,"Male","Married",4956,"bandit-profit"
"4458",27,"Male","Single",2244,"bandit-picsou"
"4459",54,"Male","Married",3443,"bandit-profit"
"4460",72,"Male","Married",4600,"bandit-profit"
"4461",61,"Male","Divorced",5464,"bandit-profit"
"4462",52,"Female","Married",4353,"bandit-picsou"
"4463",27,"Female","Married",2712,"bandit-radinou"
"4464",70,"Female","Widowed",5298,"bandit-profit"
"4465",25,"Female","Single",2644,"bandit-picsou"
"4466",51,"Female","Single",3900,"bandit-profit"
"4467",61,"Female","Divorced",5485,"bandit-picsou"
"4468",23,"Male","Single",2523,"bandit-donsaluste"
"4469",33,"Female","Single",2790,"bandit-picsou"
"4470",23,"Male","Single",2241,"bandit-radinou"
"4471",77,"Male","Married",5706,"bandit-profit"
"4472",45,"Female","Married",4121,"bandit-donsaluste"
"4473",25,"Female","Single",2790,"bandit-picsou"
"4474",47,"Male","Single",3785,"bandit-profit"
"4475",36,"Female","Single",3800,"bandit-profit"
"4476",54,"Male","Married",4543,"bandit-donsaluste"
"4477",51,"Female","Married",4592,"bandit-profit"
"4478",30,"Male","Divorced",3376,"bandit-profit"
"4479",44,"Male","Single",4070,"bandit-radinou"
"4480",44,"Female","Married",3871,"bandit-donsaluste"
"4481",48,"Female","Single",4207,"bandit-picsou"
"4482",46,"Male","Married",4982,"bandit-profit"
"4483",37,"Male","Married",4567,"bandit-donsaluste"
"4484",61,"Male","Married",5031,"bandit-profit"
"4485",66,"Female","Married",5551,"bandit-donsaluste"
"4486",69,"Male","Divorced",4922,"bandit-profit"
"4487",30,"Male","Single",4077,"bandit-radinou"
"4488",63,"Male","Divorced",5444,"bandit-donsaluste"
"4489",57,"Female","Divorced",4108,"bandit-profit"
"4490",44,"Female","Married",4067,"bandit-donsaluste"
"4491",71,"Male","Married",4622,"bandit-profit"
"4492",42,"Male","Divorced",5172,"bandit-picsou"
"4493",73,"Male","Divorced",5003,"bandit-profit"
"4494",75,"Female","Divorced",4434,"bandit-donsaluste"
"4495",31,"Female","Single",3769,"bandit-picsou"
"4496",60,"Female","Married",5130,"bandit-picsou"
"4497",38,"Female","Married",3850,"bandit-radinou"
"4498",36,"Male","Single",4347,"bandit-picsou"
"4499",28,"Male","Married",3477,"bandit-profit"
"4500",32,"Male","Single",3206,"bandit-profit"
"4501",69,"Female","Divorced",4797,"bandit-profit"
"4502",68,"Male","Divorced",4886,"bandit-profit"
"4503",28,"Male","Single",2723,"bandit-picsou"
"4504",19,"Female","Single",2125,"bandit-picsou"
"4505",34,"Female","Single",2702,"bandit-picsou"
"4506",41,"Male","Married",3851,"bandit-picsou"
"4507",28,"Male","Divorced",3013,"bandit-picsou"
"4508",24,"Male","Single",2561,"bandit-radinou"
"4509",81,"Female","Divorced",4860,"bandit-profit"
"4510",86,"Male","Married",4474,"bandit-profit"
"4511",62,"Female","Married",4642,"bandit-profit"
"4512",56,"Female","Single",4993,"bandit-donsaluste"
"4513",49,"Female","Married",4291,"bandit-radinou"
"4514",58,"Female","Single",4949,"bandit-profit"
"4515",65,"Male","Married",5025,"bandit-picsou"
"4516",32,"Female","Single",3426,"bandit-profit"
"4517",57,"Male","Single",4460,"bandit-donsaluste"
"4518",30,"Female","Married",3232,"bandit-radinou"
"4519",19,"Male","Single",2131,"bandit-radinou"
"4520",33,"Male","Single",3305,"bandit-donsaluste"
"4521",62,"Female","Married",4426,"bandit-donsaluste"
"4522",71,"Female","Married",5589,"bandit-donsaluste"
"4523",87,"Female","Married",5181,"bandit-donsaluste"
"4524",56,"Female","Divorced",5159,"bandit-donsaluste"
"4525",37,"Female","Single",3410,"bandit-profit"
"4526",57,"Male","Divorced",4728,"bandit-picsou"
"4527",68,"Female","Single",5046,"bandit-donsaluste"
"4528",19,"Female","Single",2159,"bandit-picsou"
"4529",54,"Male","Married",3942,"bandit-donsaluste"
"4530",46,"Female","Single",4519,"bandit-picsou"
"4531",64,"Female","Married",5305,"bandit-radinou"
"4532",51,"Female","Single",4467,"bandit-donsaluste"
"4533",27,"Female","Married",2686,"bandit-picsou"
"4534",34,"Male","Single",3897,"bandit-radinou"
"4535",61,"Male","Married",5286,"bandit-profit"
"4536",73,"Male","Divorced",4943,"bandit-profit"
"4537",24,"Female","Single",2286,"bandit-radinou"
"4538",65,"Female","Divorced",4717,"bandit-profit"
"4539",61,"Male","Married",5281,"bandit-donsaluste"
"4540",75,"Male","Divorced",5636,"bandit-profit"
"4541",54,"Female","Married",4910,"bandit-donsaluste"
"4542",76,"Male","Married",5241,"bandit-donsaluste"
"4543",41,"Male","Married",3943,"bandit-profit"
"4544",80,"Female","Married",4940,"bandit-profit"
"4545",45,"Male","Married",4567,"bandit-profit"
"4546",73,"Female","Married",5356,"bandit-profit"
"4547",68,"Female","Married",5034,"bandit-donsaluste"
"4548",36,"Male","Married",3594,"bandit-picsou"
"4549",55,"Female","Married",4403,"bandit-donsaluste"
"4550",33,"Male","Single",3637,"bandit-radinou"
"4551",51,"Male","Married",4680,"bandit-donsaluste"
"4552",45,"Female","Married",4607,"bandit-donsaluste"
"4553",55,"Male","Divorced",4786,"bandit-donsaluste"
"4554",38,"Male","Single",3919,"bandit-picsou"
"4555",39,"Male","Single",3768,"bandit-picsou"
"4556",26,"Male","Single",3705,"bandit-radinou"
"4557",58,"Male","Single",4113,"bandit-donsaluste"
"4558",36,"Female","Married",4841,"bandit-profit"
"4559",59,"Male","Married",4032,"bandit-donsaluste"
"4560",28,"Male","Single",2852,"bandit-donsaluste"
"4561",52,"Female","Married",4634,"bandit-picsou"
"4562",38,"Female","Married",4297,"bandit-picsou"
"4563",68,"Male","Single",5085,"bandit-donsaluste"
"4564",45,"Female","Single",4109,"bandit-picsou"
"4565",60,"Male","Single",5234,"bandit-profit"
"4566",55,"Female","Married",3847,"bandit-donsaluste"
"4567",22,"Female","Single",2316,"bandit-picsou"
"4568",32,"Female","Divorced",3678,"bandit-radinou"
"4569",60,"Female","Divorced",4724,"bandit-profit"
"4570",40,"Male","Single",4257,"bandit-profit"
"4571",53,"Male","Married",3719,"bandit-picsou"
"4572",79,"Female","Single",5034,"bandit-picsou"
"4573",43,"Male","Single",4839,"bandit-donsaluste"
"4574",88,"Female","Divorced",5118,"bandit-profit"
"4575",56,"Female","Single",4219,"bandit-profit"
"4576",27,"Female","Single",3184,"bandit-picsou"
"4577",42,"Male","Divorced",4716,"bandit-picsou"
"4578",81,"Female","Widowed",4573,"bandit-profit"
"4579",37,"Male","Married",3615,"bandit-picsou"
"4580",42,"Female","Single",3477,"bandit-donsaluste"
"4581",44,"Male","Divorced",4382,"bandit-picsou"
"4582",64,"Male","Married",5569,"bandit-donsaluste"
"4583",83,"Male","Widowed",4968,"bandit-donsaluste"
"4584",63,"Male","Divorced",4937,"bandit-radinou"
"4585",60,"Male","Married",4908,"bandit-profit"
"4586",39,"Male","Married",4035,"bandit-donsaluste"
"4587",21,"Female","Single",3307,"bandit-picsou"
"4588",46,"Male","Single",4288,"bandit-radinou"
"4589",48,"Male","Single",3827,"bandit-donsaluste"
"4590",51,"Female","Divorced",4972,"bandit-profit"
"4591",66,"Female","Widowed",5066,"bandit-profit"
"4592",63,"Female","Single",4019,"bandit-donsaluste"
"4593",31,"Female","Married",2982,"bandit-profit"
"4594",72,"Female","Married",4750,"bandit-donsaluste"
"4595",26,"Male","Single",3021,"bandit-donsaluste"
"4596",39,"Female","Single",4024,"bandit-picsou"
"4597",70,"Male","Married",5770,"bandit-donsaluste"
"4598",31,"Male","Single",3792,"bandit-picsou"
"4599",73,"Female","Widowed",4468,"bandit-radinou"
"4600",26,"Female","Single",3378,"bandit-radinou"
"4601",86,"Female","Single",4796,"bandit-donsaluste"
"4602",31,"Female","Single",3424,"bandit-picsou"
"4603",30,"Female","Married",3067,"bandit-picsou"
"4604",83,"Male","Divorced",5424,"bandit-profit"
"4605",58,"Female","Married",4553,"bandit-profit"
"4606",61,"Male","Divorced",5087,"bandit-radinou"
"4607",47,"Male","Married",4581,"bandit-donsaluste"
"4608",31,"Male","Single",3306,"bandit-picsou"
"4609",22,"Male","Single",2729,"bandit-radinou"
"4610",44,"Female","Married",4056,"bandit-profit"
"4611",33,"Female","Married",3367,"bandit-profit"
"4612",51,"Female","Married",4327,"bandit-donsaluste"
"4613",57,"Male","Married",4840,"bandit-donsaluste"
"4614",63,"Female","Widowed",5702,"bandit-donsaluste"
"4615",35,"Female","Single",3281,"bandit-picsou"
"4616",89,"Male","Widowed",5239,"bandit-profit"
"4617",77,"Female","Divorced",4387,"bandit-donsaluste"
"4618",66,"Male","Married",4281,"bandit-picsou"
"4619",71,"Female","Married",5316,"bandit-profit"
"4620",53,"Male","Married",4716,"bandit-radinou"
"4621",39,"Female","Married",4228,"bandit-radinou"
"4622",18,"Male","Single",2478,"bandit-radinou"
"4623",18,"Male","Single",2483,"bandit-profit"
"4624",61,"Female","Married",4853,"bandit-picsou"
"4625",49,"Female","Single",4082,"bandit-radinou"
"4626",72,"Female","Married",5481,"bandit-profit"
"4627",62,"Female","Divorced",5017,"bandit-donsaluste"
"4628",50,"Female","Single",4414,"bandit-profit"
"4629",46,"Male","Married",4029,"bandit-donsaluste"
"4630",18,"Male","Single",2728,"bandit-radinou"
"4631",40,"Male","Married",3817,"bandit-picsou"
"4632",74,"Male","Single",4482,"bandit-profit"
"4633",28,"Male","Single",3512,"bandit-donsaluste"
"4634",46,"Male","Married",5045,"bandit-profit"
"4635",67,"Female","Married",4058,"bandit-radinou"
"4636",40,"Male","Single",3796,"bandit-donsaluste"
"4637",81,"Female","Widowed",4977,"bandit-picsou"
"4638",59,"Male","Widowed",5105,"bandit-profit"
"4639",63,"Female","Married",4274,"bandit-profit"
"4640",61,"Female","Married",4620,"bandit-profit"
"4641",63,"Male","Divorced",5279,"bandit-profit"
"4642",51,"Female","Married",3508,"bandit-donsaluste"
"4643",65,"Female","Widowed",4421,"bandit-profit"
"4644",33,"Female","Divorced",3189,"bandit-donsaluste"
"4645",64,"Male","Divorced",5391,"bandit-profit"
"4646",19,"Female","Single",2999,"bandit-picsou"
"4647",63,"Male","Married",5332,"bandit-picsou"
"4648",40,"Male","Single",4003,"bandit-picsou"
"4649",34,"Female","Single",3919,"bandit-profit"
"4650",38,"Male","Divorced",3411,"bandit-picsou"
"4651",19,"Female","Single",3021,"bandit-picsou"
"4652",59,"Male","Divorced",4456,"bandit-donsaluste"
"4653",38,"Female","Married",3762,"bandit-picsou"
"4654",30,"Female","Single",3614,"bandit-profit"
"4655",34,"Female","Married",3636,"bandit-radinou"
"4656",64,"Female","Married",4390,"bandit-profit"
"4657",69,"Female","Married",5088,"bandit-donsaluste"
"4658",89,"Male","Married",5736,"bandit-radinou"
"4659",35,"Female","Single",4103,"bandit-picsou"
"4660",20,"Female","Single",1565,"bandit-radinou"
"4661",73,"Male","Divorced",5300,"bandit-donsaluste"
"4662",23,"Female","Single",2543,"bandit-picsou"
"4663",60,"Male","Married",5228,"bandit-profit"
"4664",53,"Male","Widowed",4030,"bandit-radinou"
"4665",35,"Female","Single",3296,"bandit-picsou"
"4666",66,"Male","Married",5035,"bandit-profit"
"4667",58,"Male","Single",5002,"bandit-donsaluste"
"4668",76,"Male","Married",4182,"bandit-radinou"
"4669",30,"Male","Single",3504,"bandit-picsou"
"4670",21,"Female","Single",2230,"bandit-donsaluste"
"4671",82,"Female","Widowed",4976,"bandit-profit"
"4672",34,"Female","Single",3408,"bandit-picsou"
"4673",65,"Female","Single",5272,"bandit-profit"
"4674",28,"Male","Single",2928,"bandit-profit"
"4675",62,"Female","Married",4877,"bandit-profit"
"4676",85,"Male","Married",5040,"bandit-profit"
"4677",75,"Male","Married",5181,"bandit-donsaluste"
"4678",57,"Female","Widowed",5009,"bandit-donsaluste"
"4679",33,"Male","Single",3512,"bandit-radinou"
"4680",45,"Female","Married",4269,"bandit-donsaluste"
"4681",59,"Male","Single",4946,"bandit-donsaluste"
"4682",48,"Female","Married",3831,"bandit-donsaluste"
"4683",70,"Female","Married",5766,"bandit-profit"
"4684",73,"Female","Married",4727,"bandit-profit"
"4685",75,"Female","Married",4983,"bandit-profit"
"4686",29,"Male","Married",3729,"bandit-radinou"
"4687",39,"Male","Married",4098,"bandit-picsou"
"4688",71,"Female","Married",5057,"bandit-profit"
"4689",68,"Female","Married",5666,"bandit-donsaluste"
"4690",62,"Male","Married",5745,"bandit-profit"
"4691",52,"Female","Married",3924,"bandit-donsaluste"
"4692",43,"Male","Single",4286,"bandit-radinou"
"4693",52,"Female","Married",4651,"bandit-profit"
"4694",37,"Male","Single",3379,"bandit-profit"
"4695",48,"Male","Divorced",4298,"bandit-picsou"
"4696",62,"Male","Divorced",5192,"bandit-donsaluste"
"4697",67,"Female","Divorced",5161,"bandit-picsou"
"4698",63,"Female","Married",5540,"bandit-profit"
"4699",65,"Male","Married",4935,"bandit-donsaluste"
"4700",21,"Male","Single",3267,"bandit-radinou"
"4701",49,"Male","Single",3952,"bandit-donsaluste"
"4702",59,"Male","Married",4541,"bandit-donsaluste"
"4703",22,"Female","Single",2818,"bandit-picsou"
"4704",58,"Male","Married",4623,"bandit-radinou"
"4705",29,"Female","Married",2976,"bandit-profit"
"4706",34,"Female","Single",3065,"bandit-picsou"
"4707",25,"Female","Married",2504,"bandit-donsaluste"
"4708",72,"Male","Married",5178,"bandit-profit"
"4709",58,"Male","Married",4509,"bandit-profit"
"4710",24,"Female","Single",2996,"bandit-radinou"
"4711",37,"Female","Married",3892,"bandit-picsou"
"4712",59,"Female","Married",4327,"bandit-donsaluste"
"4713",68,"Female","Divorced",5027,"bandit-profit"
"4714",47,"Female","Married",4257,"bandit-donsaluste"
"4715",71,"Female","Married",4694,"bandit-profit"
"4716",27,"Female","Single",2438,"bandit-donsaluste"
"4717",68,"Female","Married",5163,"bandit-profit"
"4718",59,"Male","Single",4071,"bandit-profit"
"4719",66,"Female","Married",5628,"bandit-profit"
"4720",44,"Male","Married",4704,"bandit-profit"
"4721",57,"Female","Married",4879,"bandit-profit"
"4722",74,"Female","Widowed",4643,"bandit-donsaluste"
"4723",57,"Female","Widowed",4773,"bandit-donsaluste"
"4724",40,"Female","Single",3992,"bandit-donsaluste"
"4725",51,"Male","Single",4288,"bandit-profit"
"4726",31,"Male","Married",3173,"bandit-picsou"
"4727",47,"Male","Married",3298,"bandit-profit"
"4728",83,"Male","Widowed",5292,"bandit-donsaluste"
"4729",31,"Female","Married",3237,"bandit-radinou"
"4730",47,"Female","Single",3013,"bandit-picsou"
"4731",31,"Female","Single",3631,"bandit-profit"
"4732",18,"Male","Single",2187,"bandit-profit"
"4733",78,"Female","Married",4658,"bandit-donsaluste"
"4734",72,"Male","Married",5771,"bandit-profit"
"4735",29,"Female","Married",3304,"bandit-picsou"
"4736",45,"Male","Single",4773,"bandit-profit"
"4737",36,"Female","Married",4429,"bandit-picsou"
"4738",20,"Male","Single",2745,"bandit-picsou"
"4739",60,"Male","Married",5369,"bandit-profit"
"4740",18,"Male","Single",3105,"bandit-profit"
"4741",26,"Female","Single",3435,"bandit-profit"
"4742",57,"Male","Single",4436,"bandit-profit"
"4743",86,"Female","Married",4548,"bandit-donsaluste"
"4744",66,"Male","Married",5574,"bandit-profit"
"4745",49,"Female","Married",4469,"bandit-donsaluste"
"4746",38,"Female","Married",3708,"bandit-radinou"
"4747",54,"Male","Married",4279,"bandit-profit"
"4748",40,"Female","Single",4011,"bandit-profit"
"4749",79,"Male","Married",5006,"bandit-donsaluste"
"4750",47,"Male","Single",3871,"bandit-donsaluste"
"4751",25,"Male","Single",3387,"bandit-donsaluste"
"4752",20,"Male","Single",2565,"bandit-radinou"
"4753",84,"Male","Widowed",5239,"bandit-picsou"
"4754",62,"Male","Married",4416,"bandit-profit"
"4755",51,"Female","Divorced",4799,"bandit-donsaluste"
"4756",39,"Female","Single",3970,"bandit-picsou"
"4757",47,"Female","Widowed",4216,"bandit-donsaluste"
"4758",63,"Female","Single",5327,"bandit-profit"
"4759",56,"Female","Widowed",4414,"bandit-profit"
"4760",44,"Female","Divorced",3640,"bandit-donsaluste"
"4761",35,"Male","Single",4090,"bandit-picsou"
"4762",80,"Female","Married",5047,"bandit-profit"
"4763",25,"Male","Single",2440,"bandit-picsou"
"4764",26,"Female","Single",2596,"bandit-radinou"
"4765",33,"Male","Single",3577,"bandit-radinou"
"4766",29,"Male","Married",3023,"bandit-donsaluste"
"4767",49,"Male","Divorced",4364,"bandit-donsaluste"
"4768",58,"Male","Married",4024,"bandit-donsaluste"
"4769",27,"Female","Single",2777,"bandit-radinou"
"4770",84,"Male","Divorced",4996,"bandit-donsaluste"
"4771",85,"Male","Divorced",5290,"bandit-profit"
"4772",43,"Female","Single",3922,"bandit-donsaluste"
"4773",47,"Male","Married",4626,"bandit-profit"
"4774",34,"Female","Single",3191,"bandit-profit"
"4775",19,"Female","Single",2314,"bandit-radinou"
"4776",52,"Female","Married",4686,"bandit-donsaluste"
"4777",27,"Male","Single",3194,"bandit-picsou"
"4778",41,"Female","Single",4144,"bandit-profit"
"4779",29,"Female","Single",3296,"bandit-picsou"
"4780",44,"Female","Married",4390,"bandit-picsou"
"4781",19,"Male","Single",2007,"bandit-radinou"
"4782",57,"Male","Divorced",4602,"bandit-profit"
"4783",23,"Female","Single",2805,"bandit-radinou"
"4784",19,"Female","Single",1680,"bandit-donsaluste"
"4785",47,"Male","Single",4661,"bandit-picsou"
"4786",66,"Female","Married",5090,"bandit-donsaluste"
"4787",33,"Male","Married",4063,"bandit-picsou"
"4788",73,"Female","Divorced",5006,"bandit-profit"
"4789",36,"Male","Single",3381,"bandit-picsou"
"4790",86,"Male","Widowed",4400,"bandit-profit"
"4791",59,"Male","Married",4934,"bandit-picsou"
"4792",57,"Male","Married",5252,"bandit-donsaluste"
"4793",57,"Male","Married",4685,"bandit-profit"
"4794",26,"Male","Single",3317,"bandit-picsou"
"4795",72,"Male","Married",5944,"bandit-profit"
"4796",47,"Female","Divorced",4341,"bandit-profit"
"4797",83,"Male","Married",4561,"bandit-donsaluste"
"4798",61,"Male","Married",4644,"bandit-profit"
"4799",22,"Female","Single",2443,"bandit-donsaluste"
"4800",48,"Male","Single",3651,"bandit-profit"
"4801",41,"Male","Married",4220,"bandit-donsaluste"
"4802",33,"Male","Single",3402,"bandit-donsaluste"
"4803",53,"Male","Divorced",4102,"bandit-profit"
"4804",53,"Male","Divorced",3864,"bandit-radinou"
"4805",67,"Male","Married",4776,"bandit-picsou"
"4806",39,"Male","Single",2914,"bandit-picsou"
"4807",91,"Male","Widowed",4300,"bandit-profit"
"4808",68,"Male","Divorced",5246,"bandit-profit"
"4809",33,"Female","Single",3514,"bandit-radinou"
"4810",69,"Female","Divorced",4434,"bandit-donsaluste"
"4811",89,"Female","Widowed",5031,"bandit-donsaluste"
"4812",43,"Male","Married",3711,"bandit-picsou"
"4813",35,"Female","Married",3292,"bandit-picsou"
"4814",65,"Female","Married",5220,"bandit-profit"
"4815",35,"Female","Married",3966,"bandit-picsou"
"4816",29,"Female","Single",2827,"bandit-profit"
"4817",56,"Male","Married",4652,"bandit-profit"
"4818",21,"Male","Single",1816,"bandit-picsou"
"4819",55,"Female","Married",3693,"bandit-donsaluste"
"4820",47,"Male","Married",4826,"bandit-profit"
"4821",22,"Male","Single",3029,"bandit-radinou"
"4822",40,"Male","Single",3067,"bandit-donsaluste"
"4823",48,"Female","Divorced",4437,"bandit-donsaluste"
"4824",66,"Male","Single",5693,"bandit-profit"
"4825",24,"Male","Single",1970,"bandit-radinou"
"4826",38,"Female","Married",3352,"bandit-picsou"
"4827",57,"Female","Married",3779,"bandit-donsaluste"
"4828",49,"Female","Married",4683,"bandit-donsaluste"
"4829",39,"Male","Single",3428,"bandit-profit"
"4830",27,"Female","Single",2790,"bandit-radinou"
"4831",42,"Female","Single",4449,"bandit-picsou"
"4832",21,"Male","Single",2866,"bandit-radinou"
"4833",87,"Male","Married",4828,"bandit-profit"
"4834",90,"Female","Married",5224,"bandit-profit"
"4835",60,"Male","Married",4747,"bandit-profit"
"4836",43,"Male","Divorced",4508,"bandit-picsou"
"4837",81,"Female","Widowed",4892,"bandit-donsaluste"
"4838",56,"Female","Widowed",4040,"bandit-donsaluste"
"4839",73,"Female","Married",3971,"bandit-donsaluste"
"4840",50,"Female","Married",3913,"bandit-donsaluste"
"4841",58,"Female","Married",4219,"bandit-profit"
"4842",36,"Female","Single",3888,"bandit-radinou"
"4843",57,"Male","Married",4490,"bandit-profit"
"4844",28,"Male","Married",3099,"bandit-radinou"
"4845",36,"Female","Single",4168,"bandit-picsou"
"4846",60,"Male","Divorced",4651,"bandit-donsaluste"
"4847",70,"Male","Divorced",4527,"bandit-profit"
"4848",65,"Female","Single",4852,"bandit-profit"
"4849",47,"Male","Single",4144,"bandit-picsou"
"4850",83,"Female","Widowed",4330,"bandit-donsaluste"
"4851",34,"Female","Married",4166,"bandit-donsaluste"
"4852",48,"Female","Married",3263,"bandit-donsaluste"
"4853",53,"Female","Married",4270,"bandit-donsaluste"
"4854",70,"Female","Divorced",4797,"bandit-donsaluste"
"4855",57,"Male","Married",4699,"bandit-donsaluste"
"4856",22,"Male","Single",2462,"bandit-picsou"
"4857",75,"Male","Married",5525,"bandit-profit"
"4858",70,"Male","Married",4800,"bandit-picsou"
"4859",62,"Male","Divorced",4878,"bandit-donsaluste"
"4860",20,"Male","Single",1903,"bandit-radinou"
"4861",29,"Male","Single",3136,"bandit-picsou"
"4862",70,"Male","Married",5042,"bandit-picsou"
"4863",67,"Male","Married",5373,"bandit-donsaluste"
"4864",51,"Male","Married",4565,"bandit-picsou"
"4865",85,"Female","Widowed",4900,"bandit-profit"
"4866",47,"Male","Single",3992,"bandit-donsaluste"
"4867",53,"Male","Married",4557,"bandit-profit"
"4868",43,"Male","Single",4385,"bandit-donsaluste"
"4869",20,"Male","Single",2270,"bandit-radinou"
"4870",40,"Female","Single",3752,"bandit-donsaluste"
"4871",43,"Male","Single",4232,"bandit-profit"
"4872",88,"Female","Widowed",4910,"bandit-donsaluste"
"4873",27,"Female","Single",2646,"bandit-picsou"
"4874",87,"Female","Divorced",4901,"bandit-profit"
"4875",22,"Female","Single",3356,"bandit-radinou"
"4876",64,"Male","Widowed",5879,"bandit-profit"
"4877",37,"Female","Single",4024,"bandit-picsou"
"4878",68,"Female","Married",5533,"bandit-profit"
"4879",21,"Female","Single",2176,"bandit-radinou"
"4880",85,"Male","Married",4713,"bandit-donsaluste"
"4881",64,"Female","Married",4974,"bandit-radinou"
"4882",71,"Female","Divorced",4848,"bandit-profit"
