"","age","gender","status","salary","bank","activity","amount"
"3203",61,"Male","Single",5298,"bandit-donsaluste","Dachshunds",396
"3204",46,"Male","Divorced",4616,"bandit-donsaluste","Brass Animals",116
"3205",43,"Female","Single",4066,"bandit-picsou","Trading Cards",47
"3206",22,"Male","Single",2665,"bandit-radinou","Dachshunds",416
"3207",42,"Male","Single",4606,"bandit-picsou","Trading Cards",56
"3208",48,"Female","Married",4131,"bandit-picsou","Dachshunds",365
"3209",56,"Male","Married",4543,"bandit-profit","Brass Animals",75
"3210",78,"Female","Widowed",4124,"bandit-donsaluste","Brass Animals",96
"3211",22,"Male","Single",2669,"bandit-donsaluste","Dachshunds",398
"3212",22,"Male","Single",2025,"bandit-picsou","Dachshunds",357
"3213",29,"Male","Single",2712,"bandit-picsou","Dachshunds",496
"3214",62,"Male","Married",4990,"bandit-picsou","Dachshunds",494
"3215",64,"Male","Single",5057,"bandit-profit","Trading Cards",48
"3216",59,"Female","Married",4115,"bandit-donsaluste","Dachshunds",390
"3217",27,"Male","Married",2645,"bandit-radinou","Dachshunds",471
"3218",76,"Male","Divorced",5046,"bandit-profit","Brass Animals",75
"3219",32,"Male","Single",3750,"bandit-picsou","Dachshunds",363
"3220",58,"Female","Married",4790,"bandit-picsou","Dachshunds",377
"3221",34,"Male","Married",3235,"bandit-profit","Trading Cards",45
"3222",61,"Male","Married",4008,"bandit-profit","Dachshunds",418
"3223",24,"Female","Single",2586,"bandit-radinou","Trading Cards",46
"3224",18,"Male","Single",3173,"bandit-radinou","Dachshunds",337
"3225",56,"Male","Married",4650,"bandit-profit","Trading Cards",65
"3226",33,"Male","Married",3153,"bandit-picsou","Trading Cards",64
"3227",81,"Female","Married",4557,"bandit-profit","Brass Animals",76
"3228",33,"Male","Married",3040,"bandit-donsaluste","Dachshunds",466
"3229",45,"Male","Single",3900,"bandit-radinou","Dachshunds",290
"3230",49,"Male","Married",4262,"bandit-profit","Dachshunds",472
"3231",39,"Male","Divorced",3298,"bandit-radinou","Dachshunds",294
"3232",80,"Male","Married",4318,"bandit-picsou","Brass Animals",91
"3233",22,"Male","Single",2784,"bandit-picsou","Dachshunds",529
"3234",35,"Male","Single",3792,"bandit-picsou","Trading Cards",54
"3235",41,"Female","Divorced",4360,"bandit-radinou","Trading Cards",52
"3236",48,"Female","Married",4076,"bandit-donsaluste","Dachshunds",341
"3237",64,"Female","Married",5004,"bandit-donsaluste","Dachshunds",447
"3238",62,"Female","Single",5027,"bandit-donsaluste","Trading Cards",44
"3239",65,"Male","Married",4996,"bandit-picsou","Dachshunds",384
"3240",55,"Male","Divorced",4396,"bandit-donsaluste","Dachshunds",458
"3241",33,"Female","Married",2853,"bandit-picsou","Brass Animals",108
"3242",40,"Male","Married",3903,"bandit-profit","Dachshunds",467
"3243",59,"Male","Divorced",4572,"bandit-donsaluste","Dachshunds",457
"3244",56,"Female","Married",4860,"bandit-donsaluste","Trading Cards",48
"3245",84,"Female","Divorced",4844,"bandit-profit","Trading Cards",27
"3246",22,"Male","Single",2903,"bandit-radinou","Dachshunds",302
"3247",56,"Female","Divorced",4458,"bandit-radinou","Trading Cards",45
"3248",41,"Male","Married",3827,"bandit-profit","Brass Animals",74
"3249",33,"Female","Single",4536,"bandit-radinou","Dachshunds",404
"3250",49,"Female","Married",3556,"bandit-donsaluste","Brass Animals",91
"3251",57,"Female","Married",4319,"bandit-profit","Brass Animals",104
"3252",24,"Male","Single",2332,"bandit-donsaluste","Trading Cards",40
"3253",31,"Male","Single",2485,"bandit-radinou","Dachshunds",564
"3254",19,"Female","Single",1762,"bandit-radinou","Dachshunds",328
"3255",35,"Female","Married",4200,"bandit-donsaluste","Brass Animals",94
"3256",53,"Male","Married",4163,"bandit-donsaluste","Trading Cards",38
"3257",41,"Female","Married",4112,"bandit-radinou","Trading Cards",55
"3258",41,"Male","Divorced",4049,"bandit-picsou","Dachshunds",308
"3259",77,"Female","Widowed",5437,"bandit-profit","Brass Animals",85
"3260",69,"Female","Divorced",4761,"bandit-donsaluste","Dachshunds",396
"3261",70,"Female","Married",4503,"bandit-donsaluste","Trading Cards",54
"3262",49,"Male","Single",4633,"bandit-profit","Dachshunds",377
"3263",47,"Female","Single",4337,"bandit-donsaluste","Trading Cards",43
"3264",18,"Male","Single",2114,"bandit-picsou","Trading Cards",43
"3265",22,"Female","Married",2610,"bandit-picsou","Trading Cards",56
"3266",29,"Female","Single",3151,"bandit-donsaluste","Dachshunds",494
"3267",18,"Female","Single",2812,"bandit-radinou","Trading Cards",57
"3268",59,"Male","Divorced",4588,"bandit-donsaluste","Trading Cards",44
"3269",43,"Male","Divorced",3518,"bandit-picsou","Dachshunds",428
"3270",28,"Female","Single",3425,"bandit-radinou","Dachshunds",379
"3271",64,"Female","Married",4593,"bandit-profit","Dachshunds",369
"3272",24,"Male","Single",3354,"bandit-picsou","Trading Cards",58
"3273",67,"Male","Married",4816,"bandit-picsou","Dachshunds",349
"3274",37,"Female","Divorced",3890,"bandit-picsou","Dachshunds",384
"3275",50,"Male","Married",3980,"bandit-donsaluste","Dachshunds",444
"3276",51,"Female","Divorced",3622,"bandit-donsaluste","Dachshunds",485
"3277",70,"Male","Divorced",5096,"bandit-donsaluste","Trading Cards",53
"3278",41,"Female","Married",4071,"bandit-donsaluste","Trading Cards",55
"3279",44,"Female","Married",3741,"bandit-donsaluste","Dachshunds",386
"3280",59,"Female","Married",4746,"bandit-radinou","Dachshunds",312
"3281",79,"Male","Widowed",5572,"bandit-donsaluste","Brass Animals",111
"3282",54,"Male","Married",5020,"bandit-donsaluste","Dachshunds",231
"3283",72,"Male","Divorced",4895,"bandit-picsou","Dachshunds",374
"3284",81,"Male","Widowed",4516,"bandit-profit","Dachshunds",345
"3285",60,"Female","Married",5947,"bandit-donsaluste","Dachshunds",451
"3286",52,"Male","Married",3838,"bandit-profit","Brass Animals",73
"3287",35,"Female","Married",3511,"bandit-radinou","Brass Animals",83
"3288",65,"Male","Widowed",4976,"bandit-profit","Dachshunds",332
"3289",58,"Female","Married",4268,"bandit-donsaluste","Dachshunds",510
"3290",47,"Female","Married",3499,"bandit-donsaluste","Brass Animals",77
"3291",61,"Male","Divorced",4877,"bandit-donsaluste","Brass Animals",108
"3292",43,"Female","Married",4635,"bandit-donsaluste","Dachshunds",196
"3293",22,"Male","Single",2854,"bandit-radinou","Dachshunds",272
"3294",60,"Male","Married",4430,"bandit-profit","Dachshunds",443
"3295",57,"Male","Married",4791,"bandit-profit","Brass Animals",111
"3296",48,"Male","Married",4058,"bandit-donsaluste","Trading Cards",47
"3297",67,"Male","Married",4970,"bandit-donsaluste","Dachshunds",505
"3298",70,"Male","Divorced",5225,"bandit-donsaluste","Dachshunds",354
"3299",66,"Female","Married",5953,"bandit-profit","Dachshunds",347
"3300",53,"Male","Married",4520,"bandit-donsaluste","Trading Cards",47
"3301",45,"Female","Single",4642,"bandit-profit","Trading Cards",55
"3302",70,"Female","Married",5544,"bandit-profit","Dachshunds",410
"3303",52,"Female","Married",4173,"bandit-picsou","Dachshunds",533
"3304",49,"Male","Married",4674,"bandit-donsaluste","Dachshunds",390
"3305",56,"Male","Married",4578,"bandit-profit","Trading Cards",35
"3306",76,"Female","Divorced",5200,"bandit-picsou","Brass Animals",129
"3307",38,"Female","Married",4279,"bandit-picsou","Trading Cards",43
"3308",63,"Male","Married",4993,"bandit-profit","Dachshunds",314
"3309",56,"Male","Single",4796,"bandit-profit","Dachshunds",390
"3310",38,"Male","Single",3274,"bandit-radinou","Dachshunds",441
"3311",52,"Female","Widowed",4116,"bandit-donsaluste","Dachshunds",380
"3312",45,"Male","Married",4300,"bandit-donsaluste","Trading Cards",58
"3313",62,"Female","Married",5526,"bandit-profit","Dachshunds",377
"3314",69,"Male","Widowed",5017,"bandit-donsaluste","Dachshunds",455
"3315",20,"Female","Single",2859,"bandit-radinou","Dachshunds",503
"3316",36,"Female","Single",3824,"bandit-donsaluste","Dachshunds",398
"3317",19,"Male","Single",2571,"bandit-donsaluste","Trading Cards",56
"3318",29,"Male","Married",2754,"bandit-donsaluste","Dachshunds",394
"3319",37,"Male","Married",3203,"bandit-profit","Brass Animals",114
"3320",74,"Male","Married",5308,"bandit-picsou","Dachshunds",270
"3321",35,"Female","Married",4026,"bandit-picsou","Brass Animals",55
"3322",59,"Male","Divorced",4400,"bandit-profit","Trading Cards",28
"3323",23,"Male","Single",2837,"bandit-radinou","Brass Animals",121
"3324",82,"Female","Married",4950,"bandit-profit","Dachshunds",389
"3325",35,"Male","Single",3509,"bandit-donsaluste","Dachshunds",420
"3326",71,"Male","Married",5356,"bandit-profit","Trading Cards",41
"3327",35,"Male","Single",3649,"bandit-picsou","Dachshunds",375
"3328",23,"Male","Single",2551,"bandit-radinou","Trading Cards",43
"3329",30,"Male","Single",3173,"bandit-radinou","Dachshunds",433
"3330",50,"Female","Single",3999,"bandit-profit","Trading Cards",50
"3331",45,"Female","Single",3759,"bandit-radinou","Trading Cards",34
"3332",97,"Female","Widowed",5458,"bandit-profit","Dachshunds",435
"3333",70,"Male","Married",5552,"bandit-donsaluste","Dachshunds",456
"3334",28,"Female","Single",3145,"bandit-radinou","Dachshunds",435
"3335",64,"Female","Married",5293,"bandit-profit","Brass Animals",98
"3336",30,"Female","Married",3651,"bandit-picsou","Trading Cards",57
"3337",74,"Female","Married",4293,"bandit-profit","Brass Animals",136
"3338",46,"Male","Married",4051,"bandit-donsaluste","Dachshunds",381
"3339",49,"Female","Single",4059,"bandit-donsaluste","Trading Cards",36
"3340",40,"Male","Divorced",4847,"bandit-donsaluste","Trading Cards",56
"3341",64,"Male","Divorced",5604,"bandit-donsaluste","Brass Animals",98
"3342",83,"Male","Widowed",4492,"bandit-profit","Dachshunds",343
"3343",71,"Female","Married",5174,"bandit-profit","Brass Animals",115
"3344",92,"Female","Widowed",5616,"bandit-picsou","Brass Animals",123
"3345",26,"Female","Single",3027,"bandit-picsou","Trading Cards",20
"3346",51,"Female","Divorced",4698,"bandit-profit","Dachshunds",301
"3347",25,"Female","Single",3111,"bandit-donsaluste","Trading Cards",53
"3348",87,"Male","Married",5346,"bandit-radinou","Trading Cards",53
"3349",72,"Male","Widowed",5042,"bandit-radinou","Dachshunds",266
"3350",50,"Female","Single",3886,"bandit-picsou","Dachshunds",340
"3351",79,"Female","Widowed",4910,"bandit-profit","Dachshunds",234
"3352",65,"Female","Divorced",4393,"bandit-donsaluste","Brass Animals",117
"3353",65,"Female","Married",5674,"bandit-radinou","Dachshunds",383
"3354",81,"Male","Married",5522,"bandit-picsou","Brass Animals",68
"3355",72,"Male","Married",4987,"bandit-radinou","Brass Animals",72
"3356",88,"Female","Widowed",4885,"bandit-profit","Brass Animals",65
"3357",19,"Male","Single",2835,"bandit-donsaluste","Trading Cards",64
"3358",28,"Male","Married",2985,"bandit-picsou","Dachshunds",389
"3359",78,"Female","Married",4501,"bandit-profit","Trading Cards",47
"3360",22,"Female","Single",2480,"bandit-radinou","Trading Cards",56
"3361",32,"Male","Single",2879,"bandit-picsou","Brass Animals",117
"3362",47,"Female","Married",3995,"bandit-profit","Dachshunds",289
"3363",23,"Female","Single",2373,"bandit-radinou","Dachshunds",371
"3364",87,"Female","Widowed",4778,"bandit-donsaluste","Brass Animals",84
"3365",61,"Male","Married",4900,"bandit-profit","Dachshunds",374
"3366",44,"Male","Single",5424,"bandit-profit","Trading Cards",39
"3367",71,"Male","Divorced",4896,"bandit-profit","Brass Animals",101
"3368",29,"Male","Married",2912,"bandit-picsou","Trading Cards",56
"3369",58,"Male","Married",4609,"bandit-picsou","Brass Animals",106
"3370",49,"Female","Single",4431,"bandit-profit","Brass Animals",111
"3371",57,"Female","Single",4808,"bandit-picsou","Trading Cards",42
"3372",70,"Female","Divorced",4724,"bandit-profit","Dachshunds",456
"3373",53,"Male","Divorced",4338,"bandit-donsaluste","Dachshunds",428
"3374",77,"Female","Married",4902,"bandit-profit","Brass Animals",84
"3375",59,"Male","Married",4666,"bandit-profit","Brass Animals",153
"3376",34,"Male","Married",3412,"bandit-picsou","Trading Cards",56
"3377",30,"Male","Married",3536,"bandit-profit","Dachshunds",384
"3378",47,"Male","Single",4372,"bandit-picsou","Trading Cards",54
"3379",73,"Female","Married",4758,"bandit-profit","Dachshunds",257
"3380",36,"Male","Single",3339,"bandit-picsou","Trading Cards",60
"3381",84,"Female","Widowed",4810,"bandit-profit","Brass Animals",122
"3382",39,"Female","Married",3184,"bandit-picsou","Trading Cards",34
"3383",28,"Female","Single",2835,"bandit-profit","Trading Cards",53
"3384",72,"Female","Married",4719,"bandit-donsaluste","Dachshunds",421
"3385",48,"Female","Married",4054,"bandit-profit","Dachshunds",413
"3386",74,"Female","Widowed",5268,"bandit-profit","Brass Animals",130
"3387",26,"Female","Single",3452,"bandit-picsou","Dachshunds",404
"3388",43,"Male","Single",4316,"bandit-donsaluste","Trading Cards",48
"3389",58,"Male","Single",4779,"bandit-donsaluste","Dachshunds",348
"3390",23,"Female","Married",2760,"bandit-radinou","Brass Animals",105
"3391",32,"Female","Single",3304,"bandit-picsou","Dachshunds",394
"3392",35,"Male","Married",3830,"bandit-profit","Dachshunds",478
"3393",30,"Male","Single",2608,"bandit-profit","Trading Cards",42
"3394",48,"Male","Married",4058,"bandit-donsaluste","Trading Cards",57
"3395",18,"Female","Single",2704,"bandit-picsou","Trading Cards",61
"3396",70,"Male","Married",5081,"bandit-radinou","Brass Animals",104
"3397",35,"Male","Married",3344,"bandit-profit","Trading Cards",61
"3398",41,"Male","Divorced",3900,"bandit-donsaluste","Dachshunds",499
"3399",54,"Male","Married",4988,"bandit-picsou","Trading Cards",41
"3400",23,"Female","Single",2767,"bandit-donsaluste","Trading Cards",60
"3401",53,"Female","Married",4667,"bandit-donsaluste","Brass Animals",88
"3402",54,"Female","Married",3843,"bandit-donsaluste","Dachshunds",552
"3403",76,"Female","Married",4405,"bandit-profit","Brass Animals",76
"3404",21,"Male","Single",2833,"bandit-profit","Trading Cards",58
"3405",58,"Female","Widowed",4053,"bandit-profit","Dachshunds",497
"3406",58,"Female","Divorced",4264,"bandit-donsaluste","Dachshunds",441
"3407",87,"Male","Widowed",4945,"bandit-profit","Dachshunds",384
"3408",57,"Male","Divorced",4589,"bandit-radinou","Brass Animals",110
"3409",36,"Female","Single",3237,"bandit-donsaluste","Trading Cards",43
"3410",57,"Female","Married",4047,"bandit-donsaluste","Dachshunds",207
"3411",49,"Male","Single",4679,"bandit-radinou","Dachshunds",482
"3412",43,"Female","Married",4254,"bandit-profit","Dachshunds",266
"3413",49,"Male","Single",3786,"bandit-profit","Trading Cards",54
"3414",27,"Male","Single",2531,"bandit-radinou","Trading Cards",44
"3415",20,"Female","Single",2294,"bandit-radinou","Trading Cards",65
"3416",20,"Female","Single",2403,"bandit-radinou","Trading Cards",42
"3417",38,"Female","Divorced",3499,"bandit-donsaluste","Dachshunds",565
"3418",79,"Male","Married",5383,"bandit-profit","Trading Cards",42
"3419",24,"Female","Single",2193,"bandit-radinou","Trading Cards",33
"3420",64,"Male","Married",4699,"bandit-profit","Dachshunds",375
"3421",75,"Male","Divorced",5094,"bandit-profit","Brass Animals",111
"3422",42,"Male","Married",4135,"bandit-picsou","Brass Animals",104
"3423",37,"Male","Married",3060,"bandit-picsou","Brass Animals",123
"3424",69,"Male","Married",4835,"bandit-donsaluste","Dachshunds",408
"3425",30,"Female","Single",3176,"bandit-picsou","Trading Cards",53
"3426",67,"Female","Married",4763,"bandit-profit","Brass Animals",91
"3427",79,"Male","Widowed",4851,"bandit-profit","Trading Cards",47
"3428",20,"Female","Single",2659,"bandit-radinou","Dachshunds",441
"3429",59,"Male","Married",4060,"bandit-picsou","Dachshunds",244
"3430",53,"Male","Married",4123,"bandit-picsou","Brass Animals",54
"3431",87,"Female","Married",5305,"bandit-picsou","Brass Animals",124
"3432",18,"Male","Single",1522,"bandit-radinou","Trading Cards",61
"3433",30,"Male","Single",3039,"bandit-profit","Trading Cards",44
"3434",40,"Female","Married",3388,"bandit-donsaluste","Trading Cards",56
"3435",25,"Male","Married",2930,"bandit-donsaluste","Trading Cards",43
"3436",44,"Male","Single",3339,"bandit-picsou","Dachshunds",487
"3437",28,"Male","Single",3386,"bandit-picsou","Trading Cards",42
"3438",24,"Female","Single",2834,"bandit-picsou","Dachshunds",511
"3439",47,"Female","Married",3967,"bandit-donsaluste","Dachshunds",364
"3440",52,"Male","Single",3229,"bandit-donsaluste","Dachshunds",395
"3441",47,"Male","Married",3743,"bandit-donsaluste","Dachshunds",474
"3442",26,"Male","Single",2794,"bandit-profit","Trading Cards",47
"3443",44,"Female","Married",4762,"bandit-picsou","Dachshunds",432
"3444",41,"Female","Married",4810,"bandit-donsaluste","Dachshunds",633
"3445",31,"Female","Single",3257,"bandit-profit","Brass Animals",91
"3446",26,"Female","Married",2943,"bandit-picsou","Trading Cards",61
"3447",77,"Female","Married",5056,"bandit-donsaluste","Trading Cards",50
"3448",74,"Male","Widowed",4521,"bandit-profit","Trading Cards",55
"3449",31,"Male","Single",3391,"bandit-picsou","Dachshunds",456
"3450",75,"Male","Married",5828,"bandit-profit","Dachshunds",337
"3451",44,"Male","Single",4026,"bandit-profit","Dachshunds",395
"3452",51,"Female","Single",4915,"bandit-donsaluste","Trading Cards",37
"3453",49,"Female","Divorced",3723,"bandit-donsaluste","Trading Cards",40
"3454",65,"Female","Married",5306,"bandit-profit","Dachshunds",317
"3455",78,"Female","Widowed",5278,"bandit-donsaluste","Trading Cards",41
"3456",24,"Male","Married",2315,"bandit-picsou","Trading Cards",54
"3457",49,"Female","Married",4629,"bandit-radinou","Trading Cards",56
"3458",36,"Male","Single",4295,"bandit-picsou","Dachshunds",383
"3459",29,"Female","Single",2849,"bandit-profit","Dachshunds",410
"3460",44,"Male","Married",3742,"bandit-donsaluste","Brass Animals",99
"3461",62,"Female","Single",4661,"bandit-profit","Brass Animals",108
"3462",66,"Female","Single",4608,"bandit-profit","Dachshunds",435
"3463",18,"Male","Single",3442,"bandit-radinou","Dachshunds",412
"3464",31,"Female","Married",3020,"bandit-profit","Brass Animals",113
"3465",51,"Male","Divorced",3980,"bandit-donsaluste","Brass Animals",75
"3466",80,"Male","Divorced",5218,"bandit-donsaluste","Dachshunds",334
"3467",54,"Male","Married",4236,"bandit-donsaluste","Dachshunds",326
"3468",52,"Female","Married",4314,"bandit-donsaluste","Dachshunds",436
"3469",19,"Male","Single",1661,"bandit-donsaluste","Dachshunds",323
"3470",20,"Male","Single",2560,"bandit-picsou","Trading Cards",50
"3471",68,"Male","Married",4723,"bandit-donsaluste","Brass Animals",88
"3472",93,"Female","Widowed",5145,"bandit-profit","Brass Animals",109
"3473",59,"Male","Single",4244,"bandit-donsaluste","Dachshunds",424
"3474",86,"Female","Married",5238,"bandit-profit","Brass Animals",70
"3475",53,"Female","Married",4718,"bandit-donsaluste","Dachshunds",453
"3476",28,"Male","Married",2869,"bandit-profit","Trading Cards",48
"3477",46,"Female","Married",5442,"bandit-picsou","Dachshunds",416
"3478",72,"Male","Married",4911,"bandit-profit","Trading Cards",65
"3479",36,"Male","Single",3332,"bandit-radinou","Dachshunds",363
"3480",72,"Female","Divorced",5109,"bandit-profit","Dachshunds",331
"3481",55,"Female","Single",4538,"bandit-profit","Trading Cards",58
"3482",59,"Male","Married",4322,"bandit-radinou","Dachshunds",300
"3483",55,"Male","Married",4851,"bandit-radinou","Dachshunds",410
"3484",71,"Male","Married",5097,"bandit-donsaluste","Dachshunds",334
"3485",36,"Female","Married",3546,"bandit-picsou","Brass Animals",114
"3486",41,"Male","Married",4313,"bandit-donsaluste","Brass Animals",92
"3487",18,"Female","Single",1807,"bandit-radinou","Dachshunds",315
"3488",45,"Male","Single",4315,"bandit-radinou","Trading Cards",65
"3489",87,"Male","Widowed",5075,"bandit-profit","Brass Animals",74
"3490",66,"Female","Married",5299,"bandit-profit","Brass Animals",97
"3491",46,"Female","Divorced",3854,"bandit-donsaluste","Brass Animals",132
"3492",68,"Male","Married",4867,"bandit-donsaluste","Dachshunds",417
"3493",25,"Male","Single",3003,"bandit-donsaluste","Trading Cards",49
"3494",57,"Male","Single",4541,"bandit-donsaluste","Dachshunds",467
"3495",39,"Male","Married",4011,"bandit-picsou","Trading Cards",50
"3496",55,"Male","Single",4153,"bandit-radinou","Trading Cards",54
"3497",43,"Female","Single",4208,"bandit-picsou","Dachshunds",515
"3498",22,"Male","Single",2720,"bandit-picsou","Dachshunds",332
"3499",76,"Female","Married",5336,"bandit-profit","Brass Animals",92
"3500",20,"Female","Single",2171,"bandit-radinou","Brass Animals",105
"3501",39,"Male","Single",3492,"bandit-picsou","Dachshunds",504
"3502",64,"Female","Single",5510,"bandit-picsou","Trading Cards",57
"3503",42,"Male","Married",4143,"bandit-radinou","Dachshunds",440
"3504",78,"Female","Widowed",4705,"bandit-profit","Dachshunds",504
"3505",50,"Female","Divorced",4363,"bandit-donsaluste","Brass Animals",103
"3506",90,"Male","Widowed",5130,"bandit-profit","Dachshunds",445
"3507",31,"Female","Single",3787,"bandit-picsou","Brass Animals",100
"3508",44,"Male","Married",3695,"bandit-donsaluste","Trading Cards",55
"3509",81,"Female","Married",4984,"bandit-donsaluste","Trading Cards",47
"3510",22,"Female","Single",2365,"bandit-profit","Trading Cards",55
"3511",41,"Female","Single",4026,"bandit-radinou","Dachshunds",297
"3512",18,"Female","Single",2355,"bandit-radinou","Brass Animals",93
"3513",48,"Female","Married",3983,"bandit-picsou","Dachshunds",327
"3514",40,"Female","Divorced",4099,"bandit-radinou","Brass Animals",99
"3515",56,"Male","Divorced",4718,"bandit-profit","Dachshunds",316
"3516",53,"Female","Married",3619,"bandit-profit","Trading Cards",42
"3517",46,"Male","Married",3978,"bandit-donsaluste","Trading Cards",53
"3518",37,"Male","Single",3731,"bandit-picsou","Trading Cards",69
"3519",36,"Female","Single",3751,"bandit-profit","Dachshunds",316
"3520",85,"Male","Widowed",4767,"bandit-profit","Trading Cards",46
"3521",58,"Female","Divorced",4380,"bandit-donsaluste","Trading Cards",30
"3522",73,"Male","Married",5099,"bandit-picsou","Brass Animals",152
"3523",64,"Male","Married",4683,"bandit-profit","Dachshunds",355
"3524",37,"Female","Single",3915,"bandit-profit","Dachshunds",340
"3525",57,"Female","Divorced",4831,"bandit-profit","Brass Animals",129
"3526",61,"Female","Married",5195,"bandit-radinou","Brass Animals",88
"3527",35,"Female","Married",3396,"bandit-picsou","Trading Cards",48
"3528",47,"Female","Married",4306,"bandit-picsou","Dachshunds",336
"3529",47,"Male","Single",4833,"bandit-picsou","Trading Cards",41
"3530",54,"Male","Married",4397,"bandit-profit","Brass Animals",107
"3531",53,"Male","Single",4534,"bandit-profit","Dachshunds",389
"3532",52,"Female","Married",4593,"bandit-picsou","Trading Cards",54
"3533",45,"Male","Married",4417,"bandit-picsou","Brass Animals",113
"3534",45,"Male","Married",4469,"bandit-radinou","Dachshunds",398
"3535",49,"Male","Single",4014,"bandit-donsaluste","Dachshunds",304
"3536",50,"Male","Married",5212,"bandit-donsaluste","Dachshunds",424
"3537",69,"Male","Married",4496,"bandit-profit","Brass Animals",111
"3538",39,"Female","Divorced",3593,"bandit-profit","Dachshunds",442
"3539",27,"Female","Single",2155,"bandit-picsou","Dachshunds",370
"3540",30,"Male","Single",3909,"bandit-radinou","Trading Cards",41
"3541",34,"Male","Single",4019,"bandit-picsou","Dachshunds",415
"3542",42,"Male","Divorced",5412,"bandit-donsaluste","Brass Animals",102
"3543",77,"Male","Married",4989,"bandit-donsaluste","Trading Cards",55
"3544",64,"Female","Married",5080,"bandit-profit","Dachshunds",376
"3545",86,"Male","Widowed",5619,"bandit-picsou","Dachshunds",413
"3546",76,"Female","Married",5176,"bandit-profit","Dachshunds",454
"3547",92,"Female","Widowed",5364,"bandit-profit","Brass Animals",96
"3548",65,"Female","Divorced",5320,"bandit-profit","Dachshunds",390
"3549",60,"Male","Married",4584,"bandit-donsaluste","Trading Cards",62
"3550",42,"Female","Divorced",4255,"bandit-profit","Trading Cards",68
"3551",43,"Female","Single",4131,"bandit-donsaluste","Trading Cards",52
"3552",20,"Female","Single",2055,"bandit-radinou","Trading Cards",55
"3553",50,"Male","Married",3537,"bandit-donsaluste","Dachshunds",424
"3554",21,"Male","Single",2276,"bandit-radinou","Trading Cards",57
"3555",33,"Male","Single",3981,"bandit-radinou","Trading Cards",46
"3556",43,"Male","Married",4118,"bandit-profit","Dachshunds",326
"3557",70,"Female","Widowed",5438,"bandit-donsaluste","Brass Animals",101
"3558",39,"Male","Married",4212,"bandit-radinou","Dachshunds",445
"3559",47,"Female","Single",3738,"bandit-donsaluste","Brass Animals",102
"3560",35,"Female","Divorced",3588,"bandit-picsou","Dachshunds",449
"3561",86,"Female","Widowed",5489,"bandit-profit","Brass Animals",56
"3562",26,"Female","Single",3429,"bandit-radinou","Dachshunds",509
"3563",63,"Female","Single",4923,"bandit-profit","Dachshunds",253
"3564",30,"Male","Single",4436,"bandit-picsou","Dachshunds",433
"3565",72,"Female","Married",5180,"bandit-donsaluste","Trading Cards",42
"3566",28,"Male","Single",3473,"bandit-donsaluste","Trading Cards",45
"3567",76,"Male","Married",4682,"bandit-profit","Trading Cards",64
"3568",62,"Male","Married",5374,"bandit-profit","Dachshunds",184
"3569",65,"Male","Divorced",4708,"bandit-radinou","Brass Animals",97
"3570",51,"Female","Married",3972,"bandit-donsaluste","Dachshunds",320
"3571",68,"Female","Married",4999,"bandit-profit","Trading Cards",64
"3572",32,"Male","Married",3892,"bandit-donsaluste","Dachshunds",600
"3573",67,"Female","Single",4106,"bandit-profit","Trading Cards",58
"3574",36,"Male","Married",2999,"bandit-radinou","Dachshunds",430
"3575",41,"Female","Single",4522,"bandit-profit","Trading Cards",39
"3576",89,"Female","Widowed",5209,"bandit-profit","Brass Animals",147
"3577",23,"Female","Single",2268,"bandit-donsaluste","Dachshunds",411
"3578",43,"Male","Divorced",3997,"bandit-donsaluste","Dachshunds",306
"3579",40,"Female","Married",4331,"bandit-donsaluste","Dachshunds",367
"3580",65,"Female","Divorced",4914,"bandit-profit","Dachshunds",338
"3581",61,"Female","Married",4878,"bandit-donsaluste","Trading Cards",35
"3582",67,"Male","Married",4430,"bandit-profit","Dachshunds",555
"3583",38,"Male","Married",3499,"bandit-picsou","Brass Animals",83
"3584",31,"Female","Single",3314,"bandit-radinou","Dachshunds",417
"3585",39,"Female","Single",3639,"bandit-picsou","Dachshunds",266
"3586",23,"Male","Single",2731,"bandit-donsaluste","Trading Cards",48
"3587",71,"Male","Divorced",5179,"bandit-profit","Dachshunds",361
"3588",71,"Female","Divorced",5030,"bandit-profit","Dachshunds",406
"3589",25,"Female","Single",3220,"bandit-donsaluste","Dachshunds",421
"3590",24,"Female","Single",3178,"bandit-picsou","Trading Cards",59
"3591",77,"Male","Single",5080,"bandit-profit","Dachshunds",326
"3592",73,"Female","Married",4979,"bandit-radinou","Brass Animals",115
"3593",80,"Male","Divorced",5214,"bandit-profit","Dachshunds",379
"3594",51,"Male","Divorced",3440,"bandit-donsaluste","Dachshunds",355
"3595",56,"Male","Single",5348,"bandit-donsaluste","Trading Cards",56
"3596",22,"Female","Single",2218,"bandit-picsou","Trading Cards",62
"3597",46,"Female","Divorced",3530,"bandit-picsou","Dachshunds",328
"3598",29,"Male","Single",2895,"bandit-radinou","Dachshunds",463
"3599",18,"Female","Single",2210,"bandit-radinou","Trading Cards",32
"3600",28,"Female","Single",3470,"bandit-radinou","Dachshunds",353
"3601",56,"Male","Married",4409,"bandit-donsaluste","Trading Cards",45
"3602",32,"Female","Single",3650,"bandit-donsaluste","Trading Cards",59
"3603",54,"Male","Married",4346,"bandit-donsaluste","Dachshunds",503
"3604",48,"Female","Married",4045,"bandit-picsou","Brass Animals",96
