"","age","gender","status","salary","bank","activity","amount","challenge"
"3646",76,"Male","Married",4814,"bandit-donsaluste","Dachshunds",336,"ID"
"3647",24,"Male","Single",2240,"bandit-picsou","Dachshunds",514,"ID"
"3648",55,"Female","Divorced",5278,"bandit-picsou","Brass Animals",98,"EMAIL"
"3649",71,"Male","Married",4690,"bandit-donsaluste","Dachshunds",379,"EMAIL"
"3650",52,"Female","Single",3650,"bandit-donsaluste","Trading Cards",55,"ID"
"3651",65,"Female","Single",5245,"bandit-donsaluste","Trading Cards",29,"OTP"
"3652",53,"Female","Single",4276,"bandit-donsaluste","Trading Cards",52,"EMAIL"
"3653",22,"Male","Single",3570,"bandit-profit","Dachshunds",553,"SMS"
"3654",64,"Female","Widowed",4678,"bandit-profit","Brass Animals",127,"OTP"
"3655",74,"Male","Married",5139,"bandit-profit","Trading Cards",69,"OTP"
"3656",58,"Female","Married",5016,"bandit-profit","Trading Cards",54,"ID"
"3657",20,"Female","Single",1961,"bandit-radinou","Dachshunds",392,"SMS"
"3658",62,"Male","Married",5259,"bandit-profit","Dachshunds",457,"OTP"
"3659",22,"Male","Single",2869,"bandit-donsaluste","Trading Cards",52,"ID"
"3660",18,"Male","Single",2850,"bandit-radinou","Dachshunds",451,"SMS"
"3661",33,"Female","Single",3690,"bandit-picsou","Trading Cards",35,"ID"
"3662",53,"Male","Single",4311,"bandit-profit","Trading Cards",60,"ID"
"3663",59,"Male","Married",5093,"bandit-donsaluste","Dachshunds",388,"EMAIL"
"3664",40,"Female","Married",3643,"bandit-donsaluste","Trading Cards",39,"OTP"
"3665",36,"Male","Married",3825,"bandit-donsaluste","Brass Animals",86,"ID"
"3666",20,"Male","Single",1922,"bandit-radinou","Dachshunds",423,"SMS"
"3667",20,"Female","Single",2014,"bandit-picsou","Dachshunds",389,"EMAIL"
"3668",52,"Female","Single",3905,"bandit-radinou","Trading Cards",53,"EMAIL"
"3669",30,"Male","Single",3253,"bandit-radinou","Trading Cards",56,"SMS"
"3670",70,"Male","Married",5461,"bandit-profit","Dachshunds",466,"SMS"
"3671",55,"Male","Single",3964,"bandit-profit","Dachshunds",364,"ID"
"3672",19,"Male","Single",2476,"bandit-radinou","Trading Cards",27,"OTP"
"3673",39,"Female","Single",3619,"bandit-radinou","Trading Cards",39,"SMS"
"3674",43,"Female","Married",4046,"bandit-picsou","Trading Cards",55,"OTP"
"3675",28,"Male","Single",2838,"bandit-donsaluste","Trading Cards",54,"EMAIL"
"3676",40,"Female","Single",3483,"bandit-profit","Dachshunds",281,"SMS"
"3677",35,"Female","Married",4322,"bandit-picsou","Dachshunds",462,"ID"
"3678",72,"Female","Married",5399,"bandit-donsaluste","Trading Cards",40,"ID"
"3679",87,"Male","Widowed",4744,"bandit-profit","Brass Animals",88,"EMAIL"
"3680",78,"Male","Married",4884,"bandit-radinou","Dachshunds",285,"SMS"
"3681",74,"Male","Married",6392,"bandit-radinou","Dachshunds",328,"OTP"
"3682",35,"Female","Married",3785,"bandit-picsou","Dachshunds",205,"EMAIL"
"3683",48,"Female","Married",4076,"bandit-donsaluste","Trading Cards",65,"OTP"
"3684",63,"Female","Married",4643,"bandit-picsou","Brass Animals",79,"ID"
"3685",64,"Female","Married",5402,"bandit-donsaluste","Dachshunds",484,"ID"
"3686",81,"Female","Married",4299,"bandit-profit","Dachshunds",418,"OTP"
"3687",53,"Male","Married",4772,"bandit-donsaluste","Trading Cards",37,"EMAIL"
"3688",41,"Female","Married",4104,"bandit-donsaluste","Trading Cards",28,"OTP"
"3689",66,"Male","Married",5072,"bandit-profit","Trading Cards",59,"ID"
"3690",26,"Female","Single",2492,"bandit-picsou","Trading Cards",35,"OTP"
"3691",62,"Male","Widowed",4481,"bandit-profit","Dachshunds",311,"OTP"
"3692",60,"Female","Married",5441,"bandit-profit","Dachshunds",425,"OTP"
"3693",39,"Male","Married",3763,"bandit-picsou","Trading Cards",46,"ID"
"3694",59,"Male","Widowed",5416,"bandit-picsou","Brass Animals",112,"ID"
"3695",65,"Male","Divorced",5344,"bandit-picsou","Brass Animals",76,"EMAIL"
"3696",32,"Female","Single",3347,"bandit-radinou","Dachshunds",318,"EMAIL"
"3697",63,"Male","Divorced",4790,"bandit-profit","Dachshunds",337,"EMAIL"
"3698",61,"Female","Divorced",5302,"bandit-donsaluste","Brass Animals",128,"OTP"
"3699",45,"Female","Single",3612,"bandit-donsaluste","Dachshunds",511,"EMAIL"
"3700",71,"Female","Divorced",4970,"bandit-profit","Dachshunds",347,"OTP"
"3701",62,"Female","Divorced",4516,"bandit-profit","Dachshunds",487,"ID"
"3702",46,"Male","Married",4192,"bandit-profit","Dachshunds",390,"EMAIL"
"3703",97,"Male","Widowed",5469,"bandit-profit","Trading Cards",44,"EMAIL"
"3704",69,"Female","Single",5606,"bandit-donsaluste","Trading Cards",42,"EMAIL"
"3705",57,"Female","Married",5160,"bandit-radinou","Trading Cards",70,"ID"
"3706",73,"Female","Married",6342,"bandit-profit","Dachshunds",515,"SMS"
"3707",48,"Female","Single",4404,"bandit-donsaluste","Brass Animals",83,"EMAIL"
"3708",23,"Male","Single",2053,"bandit-picsou","Dachshunds",475,"SMS"
"3709",65,"Male","Divorced",4162,"bandit-picsou","Dachshunds",312,"ID"
"3710",37,"Male","Single",3437,"bandit-profit","Brass Animals",111,"EMAIL"
"3711",53,"Male","Married",4147,"bandit-donsaluste","Brass Animals",129,"ID"
"3712",56,"Female","Divorced",4375,"bandit-profit","Brass Animals",86,"ID"
"3713",62,"Male","Single",5303,"bandit-profit","Dachshunds",414,"ID"
"3714",69,"Male","Single",4800,"bandit-profit","Dachshunds",510,"OTP"
"3715",80,"Male","Married",5326,"bandit-donsaluste","Brass Animals",116,"ID"
"3716",29,"Female","Single",2379,"bandit-radinou","Trading Cards",48,"OTP"
"3717",75,"Female","Widowed",4765,"bandit-donsaluste","Brass Animals",104,"OTP"
"3718",43,"Female","Single",3810,"bandit-donsaluste","Dachshunds",399,"OTP"
"3719",55,"Male","Married",4588,"bandit-donsaluste","Dachshunds",632,"EMAIL"
"3720",55,"Male","Married",4822,"bandit-profit","Dachshunds",469,"ID"
"3721",81,"Female","Widowed",4819,"bandit-profit","Brass Animals",72,"OTP"
"3722",32,"Female","Married",3097,"bandit-donsaluste","Dachshunds",473,"OTP"
"3723",26,"Male","Single",2931,"bandit-donsaluste","Trading Cards",38,"ID"
"3724",29,"Male","Single",2391,"bandit-radinou","Trading Cards",47,"OTP"
"3725",61,"Male","Married",4438,"bandit-donsaluste","Trading Cards",31,"ID"
"3726",50,"Male","Married",4839,"bandit-profit","Dachshunds",431,"OTP"
"3727",61,"Female","Single",5375,"bandit-picsou","Trading Cards",38,"OTP"
"3728",74,"Male","Married",4558,"bandit-donsaluste","Brass Animals",115,"ID"
"3729",52,"Male","Married",3858,"bandit-donsaluste","Dachshunds",425,"ID"
"3730",27,"Male","Single",4011,"bandit-picsou","Dachshunds",423,"EMAIL"
"3731",63,"Female","Married",4725,"bandit-profit","Trading Cards",50,"ID"
"3732",47,"Male","Married",4389,"bandit-donsaluste","Dachshunds",391,"ID"
"3733",56,"Male","Married",4122,"bandit-profit","Dachshunds",398,"EMAIL"
"3734",69,"Male","Married",4985,"bandit-donsaluste","Dachshunds",539,"OTP"
"3735",66,"Male","Married",4992,"bandit-profit","Brass Animals",99,"ID"
"3736",26,"Male","Single",2885,"bandit-picsou","Dachshunds",540,"SMS"
"3737",25,"Male","Single",3641,"bandit-picsou","Brass Animals",75,"EMAIL"
"3738",31,"Female","Married",4165,"bandit-picsou","Trading Cards",36,"SMS"
"3739",61,"Male","Married",4754,"bandit-profit","Dachshunds",556,"SMS"
"3740",19,"Female","Single",3004,"bandit-donsaluste","Trading Cards",38,"EMAIL"
"3741",59,"Male","Married",4088,"bandit-donsaluste","Trading Cards",54,"OTP"
"3742",34,"Female","Single",3583,"bandit-picsou","Brass Animals",141,"ID"
"3743",72,"Female","Married",4570,"bandit-profit","Trading Cards",52,"OTP"
"3744",84,"Female","Widowed",5233,"bandit-profit","Trading Cards",48,"OTP"
"3745",47,"Male","Married",4335,"bandit-profit","Dachshunds",380,"EMAIL"
"3746",58,"Female","Single",4795,"bandit-profit","Brass Animals",93,"OTP"
"3747",61,"Female","Married",4959,"bandit-donsaluste","Dachshunds",497,"OTP"
"3748",87,"Male","Widowed",5340,"bandit-donsaluste","Trading Cards",36,"ID"
"3749",45,"Male","Single",4218,"bandit-donsaluste","Brass Animals",97,"EMAIL"
"3750",22,"Female","Single",2305,"bandit-radinou","Trading Cards",50,"EMAIL"
"3751",52,"Male","Married",4741,"bandit-donsaluste","Dachshunds",417,"OTP"
"3752",56,"Male","Married",4387,"bandit-profit","Dachshunds",374,"ID"
"3753",41,"Male","Single",3640,"bandit-donsaluste","Trading Cards",62,"ID"
"3754",31,"Female","Single",2929,"bandit-radinou","Trading Cards",47,"EMAIL"
"3755",48,"Female","Divorced",4241,"bandit-picsou","Dachshunds",389,"ID"
"3756",19,"Male","Single",2572,"bandit-picsou","Brass Animals",113,"SMS"
"3757",19,"Male","Single",2616,"bandit-donsaluste","Trading Cards",49,"SMS"
"3758",66,"Female","Married",4894,"bandit-profit","Brass Animals",124,"ID"
"3759",43,"Female","Single",3914,"bandit-picsou","Dachshunds",359,"OTP"
"3760",62,"Female","Married",4875,"bandit-donsaluste","Dachshunds",341,"OTP"
"3761",38,"Male","Single",3705,"bandit-radinou","Trading Cards",44,"EMAIL"
"3762",41,"Female","Single",4145,"bandit-profit","Dachshunds",382,"OTP"
"3763",69,"Male","Married",4892,"bandit-profit","Brass Animals",92,"OTP"
"3764",68,"Male","Married",5298,"bandit-profit","Trading Cards",56,"ID"
"3765",68,"Female","Married",4259,"bandit-donsaluste","Trading Cards",51,"ID"
"3766",71,"Female","Widowed",5570,"bandit-profit","Dachshunds",434,"ID"
"3767",55,"Male","Married",4446,"bandit-profit","Brass Animals",128,"OTP"
"3768",57,"Female","Married",3665,"bandit-donsaluste","Dachshunds",530,"OTP"
"3769",40,"Male","Married",4010,"bandit-picsou","Dachshunds",442,"EMAIL"
"3770",45,"Male","Widowed",3873,"bandit-donsaluste","Brass Animals",101,"OTP"
"3771",26,"Male","Single",3232,"bandit-donsaluste","Dachshunds",401,"SMS"
"3772",18,"Female","Single",2381,"bandit-radinou","Brass Animals",88,"SMS"
"3773",36,"Female","Married",3369,"bandit-radinou","Dachshunds",338,"EMAIL"
"3774",54,"Female","Married",3794,"bandit-profit","Trading Cards",27,"OTP"
"3775",71,"Male","Married",4959,"bandit-picsou","Brass Animals",82,"SMS"
"3776",27,"Male","Single",3318,"bandit-radinou","Dachshunds",286,"OTP"
"3777",36,"Male","Single",3511,"bandit-profit","Dachshunds",344,"ID"
"3778",71,"Male","Single",5217,"bandit-donsaluste","Trading Cards",56,"ID"
"3779",69,"Female","Married",4936,"bandit-picsou","Dachshunds",329,"OTP"
"3780",52,"Female","Married",4132,"bandit-profit","Brass Animals",131,"OTP"
"3781",26,"Female","Single",2275,"bandit-picsou","Trading Cards",50,"SMS"
"3782",55,"Male","Single",4740,"bandit-picsou","Trading Cards",63,"ID"
"3783",21,"Female","Single",2462,"bandit-donsaluste","Dachshunds",466,"EMAIL"
"3784",20,"Female","Single",2122,"bandit-radinou","Trading Cards",51,"SMS"
"3785",65,"Male","Single",5147,"bandit-picsou","Dachshunds",405,"OTP"
"3786",72,"Female","Divorced",5803,"bandit-profit","Dachshunds",478,"ID"
"3787",57,"Female","Married",4998,"bandit-profit","Trading Cards",54,"OTP"
"3788",28,"Male","Single",3592,"bandit-radinou","Dachshunds",397,"SMS"
"3789",60,"Female","Married",5094,"bandit-profit","Dachshunds",439,"OTP"
"3790",57,"Female","Divorced",4565,"bandit-profit","Dachshunds",539,"ID"
"3791",87,"Female","Married",5025,"bandit-profit","Dachshunds",461,"ID"
"3792",39,"Male","Married",3560,"bandit-picsou","Brass Animals",107,"SMS"
"3793",41,"Female","Single",3952,"bandit-picsou","Brass Animals",102,"ID"
"3794",76,"Male","Widowed",5959,"bandit-donsaluste","Brass Animals",87,"ID"
"3795",24,"Female","Single",2907,"bandit-donsaluste","Dachshunds",411,"SMS"
"3796",43,"Female","Married",4158,"bandit-picsou","Trading Cards",48,"ID"
"3797",22,"Male","Single",2023,"bandit-profit","Trading Cards",42,"EMAIL"
"3798",54,"Female","Single",3897,"bandit-donsaluste","Trading Cards",49,"OTP"
"3799",19,"Female","Single",2267,"bandit-profit","Dachshunds",433,"OTP"
"3800",28,"Female","Single",3234,"bandit-picsou","Trading Cards",49,"EMAIL"
"3801",39,"Female","Single",4494,"bandit-picsou","Dachshunds",493,"OTP"
"3802",81,"Female","Widowed",5340,"bandit-profit","Brass Animals",87,"OTP"
"3803",35,"Female","Married",3653,"bandit-donsaluste","Trading Cards",65,"OTP"
"3804",62,"Female","Divorced",5077,"bandit-profit","Dachshunds",491,"OTP"
"3805",30,"Male","Single",3206,"bandit-profit","Trading Cards",40,"OTP"
"3806",55,"Male","Married",4284,"bandit-profit","Dachshunds",423,"OTP"
"3807",31,"Male","Single",3550,"bandit-picsou","Dachshunds",376,"SMS"
"3808",52,"Male","Divorced",3484,"bandit-profit","Dachshunds",446,"SMS"
"3809",55,"Male","Married",4821,"bandit-profit","Trading Cards",45,"EMAIL"
"3810",43,"Female","Married",3305,"bandit-donsaluste","Dachshunds",397,"ID"
"3811",30,"Female","Single",3004,"bandit-radinou","Dachshunds",381,"SMS"
"3812",87,"Male","Widowed",5732,"bandit-donsaluste","Trading Cards",55,"ID"
"3813",76,"Female","Married",5887,"bandit-donsaluste","Dachshunds",473,"OTP"
"3814",28,"Male","Single",3703,"bandit-donsaluste","Brass Animals",79,"EMAIL"
"3815",28,"Female","Married",2946,"bandit-radinou","Trading Cards",51,"OTP"
"3816",42,"Female","Single",4622,"bandit-profit","Trading Cards",69,"SMS"
"3817",32,"Female","Single",3246,"bandit-radinou","Trading Cards",55,"SMS"
"3818",53,"Male","Married",4975,"bandit-donsaluste","Brass Animals",115,"OTP"
"3819",63,"Female","Widowed",5374,"bandit-profit","Brass Animals",67,"ID"
"3820",41,"Female","Married",3713,"bandit-radinou","Dachshunds",288,"OTP"
"3821",50,"Male","Married",3631,"bandit-profit","Dachshunds",371,"EMAIL"
"3822",60,"Female","Married",4930,"bandit-profit","Dachshunds",434,"OTP"
"3823",56,"Male","Married",4714,"bandit-picsou","Brass Animals",97,"ID"
"3824",72,"Male","Married",5254,"bandit-profit","Trading Cards",59,"OTP"
"3825",75,"Female","Widowed",4869,"bandit-profit","Brass Animals",95,"ID"
"3826",45,"Male","Married",3995,"bandit-picsou","Dachshunds",497,"ID"
"3827",42,"Female","Married",3845,"bandit-profit","Dachshunds",401,"OTP"
"3828",53,"Male","Married",3687,"bandit-picsou","Trading Cards",37,"OTP"
"3829",43,"Male","Single",3866,"bandit-profit","Trading Cards",48,"EMAIL"
"3830",25,"Male","Single",3524,"bandit-radinou","Trading Cards",60,"EMAIL"
"3831",55,"Male","Married",4777,"bandit-profit","Dachshunds",425,"OTP"
"3832",24,"Male","Single",2745,"bandit-picsou","Trading Cards",46,"SMS"
"3833",38,"Female","Married",3736,"bandit-picsou","Brass Animals",109,"EMAIL"
"3834",46,"Male","Single",4430,"bandit-radinou","Trading Cards",57,"OTP"
"3835",25,"Female","Single",3903,"bandit-profit","Trading Cards",57,"SMS"
"3836",53,"Male","Married",3813,"bandit-donsaluste","Trading Cards",52,"OTP"
"3837",67,"Male","Married",4793,"bandit-profit","Dachshunds",333,"OTP"
"3838",76,"Male","Married",4931,"bandit-profit","Dachshunds",477,"ID"
"3839",47,"Male","Married",4096,"bandit-radinou","Brass Animals",94,"SMS"
"3840",36,"Male","Married",3548,"bandit-radinou","Dachshunds",375,"EMAIL"
"3841",29,"Female","Married",3191,"bandit-donsaluste","Brass Animals",105,"SMS"
"3842",24,"Male","Single",2293,"bandit-radinou","Trading Cards",33,"EMAIL"
"3843",78,"Male","Married",5506,"bandit-donsaluste","Dachshunds",376,"OTP"
"3844",56,"Female","Single",4913,"bandit-profit","Trading Cards",50,"OTP"
"3845",48,"Male","Single",3931,"bandit-donsaluste","Trading Cards",42,"ID"
"3846",43,"Male","Single",4712,"bandit-donsaluste","Trading Cards",29,"SMS"
"3847",68,"Male","Widowed",5655,"bandit-donsaluste","Brass Animals",113,"OTP"
"3848",40,"Male","Married",4286,"bandit-donsaluste","Dachshunds",408,"EMAIL"
"3849",31,"Female","Single",3655,"bandit-radinou","Dachshunds",518,"EMAIL"
"3850",57,"Female","Single",4827,"bandit-donsaluste","Dachshunds",322,"OTP"
"3851",74,"Female","Married",5298,"bandit-donsaluste","Trading Cards",49,"OTP"
"3852",47,"Male","Married",3675,"bandit-donsaluste","Dachshunds",312,"OTP"
"3853",32,"Male","Single",3727,"bandit-picsou","Dachshunds",466,"SMS"
"3854",39,"Female","Single",3946,"bandit-donsaluste","Dachshunds",511,"OTP"
"3855",23,"Male","Single",3104,"bandit-picsou","Trading Cards",43,"ID"
"3856",27,"Female","Single",2469,"bandit-donsaluste","Trading Cards",59,"OTP"
"3857",60,"Female","Married",4678,"bandit-donsaluste","Brass Animals",112,"ID"
"3858",61,"Male","Married",5271,"bandit-profit","Dachshunds",451,"ID"
"3859",52,"Female","Married",4524,"bandit-donsaluste","Trading Cards",55,"OTP"
"3860",46,"Female","Married",4986,"bandit-donsaluste","Brass Animals",118,"OTP"
"3861",65,"Male","Married",5150,"bandit-profit","Dachshunds",456,"ID"
"3862",37,"Male","Single",3569,"bandit-picsou","Trading Cards",65,"ID"
"3863",61,"Male","Divorced",4299,"bandit-profit","Dachshunds",326,"OTP"
"3864",21,"Female","Single",2772,"bandit-donsaluste","Trading Cards",59,"EMAIL"
"3865",82,"Female","Married",5553,"bandit-picsou","Dachshunds",208,"EMAIL"
"3866",53,"Female","Single",4815,"bandit-donsaluste","Dachshunds",516,"EMAIL"
"3867",59,"Female","Divorced",5097,"bandit-donsaluste","Trading Cards",58,"ID"
"3868",39,"Female","Single",3759,"bandit-radinou","Dachshunds",468,"EMAIL"
"3869",68,"Male","Married",4872,"bandit-donsaluste","Dachshunds",576,"OTP"
"3870",47,"Female","Married",4184,"bandit-donsaluste","Dachshunds",388,"ID"
"3871",74,"Male","Married",4748,"bandit-picsou","Dachshunds",482,"EMAIL"
"3872",56,"Female","Married",4147,"bandit-donsaluste","Trading Cards",41,"ID"
"3873",82,"Female","Married",5372,"bandit-profit","Dachshunds",443,"OTP"
"3874",59,"Female","Married",4681,"bandit-donsaluste","Trading Cards",54,"EMAIL"
"3875",58,"Male","Married",4913,"bandit-donsaluste","Dachshunds",416,"OTP"
"3876",49,"Male","Divorced",4710,"bandit-donsaluste","Dachshunds",445,"EMAIL"
"3877",26,"Female","Single",3069,"bandit-donsaluste","Trading Cards",47,"SMS"
"3878",29,"Male","Single",3671,"bandit-donsaluste","Brass Animals",99,"SMS"
"3879",36,"Female","Single",3107,"bandit-donsaluste","Trading Cards",39,"SMS"
"3880",35,"Male","Single",3818,"bandit-picsou","Trading Cards",30,"SMS"
"3881",77,"Male","Married",4584,"bandit-picsou","Dachshunds",422,"ID"
"3882",22,"Female","Single",3217,"bandit-radinou","Dachshunds",454,"EMAIL"
"3883",57,"Female","Single",4799,"bandit-profit","Dachshunds",386,"SMS"
"3884",24,"Female","Single",3079,"bandit-radinou","Dachshunds",339,"OTP"
"3885",38,"Male","Married",3839,"bandit-radinou","Trading Cards",48,"SMS"
"3886",29,"Male","Single",3075,"bandit-radinou","Trading Cards",49,"SMS"
"3887",77,"Female","Widowed",5217,"bandit-profit","Brass Animals",101,"OTP"
"3888",70,"Female","Widowed",5115,"bandit-donsaluste","Dachshunds",393,"OTP"
"3889",85,"Female","Widowed",5440,"bandit-profit","Dachshunds",519,"ID"
"3890",56,"Male","Married",3757,"bandit-profit","Dachshunds",471,"OTP"
"3891",55,"Male","Divorced",4830,"bandit-profit","Dachshunds",466,"OTP"
"3892",45,"Male","Married",4589,"bandit-donsaluste","Brass Animals",65,"EMAIL"
"3893",38,"Female","Single",4507,"bandit-picsou","Dachshunds",305,"EMAIL"
"3894",50,"Male","Married",4496,"bandit-profit","Trading Cards",45,"OTP"
"3895",79,"Female","Widowed",5109,"bandit-profit","Brass Animals",119,"EMAIL"
"3896",28,"Male","Single",3197,"bandit-radinou","Trading Cards",44,"OTP"
"3897",46,"Female","Married",4646,"bandit-donsaluste","Trading Cards",39,"OTP"
"3898",39,"Male","Single",3813,"bandit-radinou","Trading Cards",25,"ID"
"3899",49,"Female","Married",4400,"bandit-donsaluste","Brass Animals",101,"EMAIL"
"3900",59,"Female","Married",4622,"bandit-picsou","Dachshunds",378,"OTP"
"3901",82,"Male","Married",4689,"bandit-profit","Dachshunds",337,"OTP"
"3902",77,"Female","Married",5102,"bandit-profit","Dachshunds",353,"OTP"
"3903",18,"Female","Single",2363,"bandit-picsou","Trading Cards",70,"SMS"
"3904",54,"Male","Divorced",3716,"bandit-picsou","Trading Cards",60,"EMAIL"
"3905",59,"Male","Married",5328,"bandit-radinou","Trading Cards",35,"OTP"
"3906",28,"Male","Single",2940,"bandit-picsou","Dachshunds",246,"EMAIL"
"3907",81,"Female","Married",5353,"bandit-profit","Dachshunds",474,"ID"
"3908",66,"Female","Married",5311,"bandit-profit","Dachshunds",443,"ID"
"3909",36,"Female","Married",3430,"bandit-profit","Brass Animals",96,"EMAIL"
"3910",25,"Male","Single",2510,"bandit-picsou","Trading Cards",63,"OTP"
"3911",71,"Female","Married",4416,"bandit-profit","Dachshunds",416,"OTP"
"3912",58,"Female","Married",4323,"bandit-donsaluste","Dachshunds",322,"ID"
"3913",30,"Female","Single",2886,"bandit-donsaluste","Dachshunds",412,"SMS"
"3914",74,"Male","Married",5004,"bandit-profit","Dachshunds",430,"EMAIL"
"3915",54,"Female","Widowed",4244,"bandit-picsou","Brass Animals",78,"SMS"
"3916",69,"Male","Single",4806,"bandit-profit","Trading Cards",49,"ID"
"3917",62,"Male","Married",4964,"bandit-profit","Dachshunds",429,"OTP"
"3918",43,"Male","Married",4116,"bandit-picsou","Brass Animals",89,"ID"
"3919",20,"Male","Single",1473,"bandit-picsou","Trading Cards",55,"OTP"
"3920",25,"Male","Single",3132,"bandit-picsou","Dachshunds",401,"SMS"
"3921",31,"Male","Single",3463,"bandit-picsou","Dachshunds",427,"OTP"
"3922",76,"Female","Widowed",4309,"bandit-donsaluste","Dachshunds",310,"EMAIL"
"3923",40,"Male","Single",4453,"bandit-radinou","Dachshunds",383,"ID"
"3924",63,"Male","Married",4287,"bandit-picsou","Dachshunds",565,"OTP"
"3925",26,"Female","Single",3221,"bandit-radinou","Dachshunds",428,"EMAIL"
"3926",53,"Male","Married",4430,"bandit-picsou","Dachshunds",412,"SMS"
"3927",24,"Female","Single",2108,"bandit-picsou","Dachshunds",375,"OTP"
"3928",51,"Male","Married",4149,"bandit-profit","Dachshunds",500,"ID"
"3929",27,"Male","Single",2605,"bandit-donsaluste","Trading Cards",24,"SMS"
"3930",76,"Male","Married",4903,"bandit-picsou","Trading Cards",41,"OTP"
"3931",71,"Female","Single",5942,"bandit-donsaluste","Trading Cards",40,"OTP"
"3932",31,"Female","Single",3989,"bandit-radinou","Dachshunds",438,"ID"
"3933",28,"Male","Married",3044,"bandit-picsou","Dachshunds",533,"SMS"
"3934",47,"Male","Married",4009,"bandit-donsaluste","Brass Animals",80,"ID"
"3935",23,"Female","Single",3204,"bandit-donsaluste","Trading Cards",50,"SMS"
"3936",27,"Female","Single",3446,"bandit-picsou","Dachshunds",401,"OTP"
"3937",74,"Male","Married",4586,"bandit-profit","Dachshunds",466,"EMAIL"
"3938",41,"Female","Married",4375,"bandit-picsou","Brass Animals",105,"OTP"
"3939",32,"Female","Single",3410,"bandit-profit","Trading Cards",75,"EMAIL"
"3940",54,"Female","Divorced",4929,"bandit-donsaluste","Trading Cards",59,"EMAIL"
"3941",42,"Male","Single",4167,"bandit-radinou","Trading Cards",65,"OTP"
"3942",78,"Female","Married",4929,"bandit-donsaluste","Dachshunds",502,"OTP"
"3943",28,"Female","Single",3385,"bandit-picsou","Trading Cards",48,"SMS"
"3944",41,"Female","Married",4009,"bandit-picsou","Dachshunds",452,"SMS"
"3945",61,"Male","Married",5122,"bandit-profit","Dachshunds",395,"OTP"
"3946",65,"Male","Married",4449,"bandit-profit","Dachshunds",340,"OTP"
"3947",59,"Male","Divorced",3971,"bandit-radinou","Dachshunds",372,"OTP"
"3948",47,"Female","Single",4385,"bandit-donsaluste","Dachshunds",354,"SMS"
"3949",56,"Male","Widowed",4719,"bandit-donsaluste","Brass Animals",109,"OTP"
"3950",60,"Male","Divorced",4723,"bandit-profit","Brass Animals",112,"ID"
"3951",77,"Male","Married",5062,"bandit-profit","Brass Animals",85,"OTP"
"3952",70,"Female","Married",5350,"bandit-picsou","Dachshunds",418,"OTP"
"3953",43,"Female","Married",4684,"bandit-picsou","Dachshunds",394,"OTP"
"3954",43,"Male","Married",4332,"bandit-donsaluste","Dachshunds",312,"OTP"
"3955",59,"Male","Divorced",4996,"bandit-donsaluste","Dachshunds",460,"OTP"
"3956",18,"Female","Single",2347,"bandit-radinou","Dachshunds",439,"SMS"
"3957",41,"Male","Married",3444,"bandit-donsaluste","Trading Cards",40,"SMS"
"3958",18,"Female","Single",2431,"bandit-picsou","Trading Cards",61,"ID"
"3959",30,"Male","Single",3092,"bandit-picsou","Dachshunds",501,"ID"
"3960",50,"Male","Divorced",4103,"bandit-picsou","Brass Animals",76,"OTP"
"3961",74,"Male","Married",4525,"bandit-donsaluste","Dachshunds",421,"ID"
"3962",27,"Female","Single",2994,"bandit-radinou","Trading Cards",63,"SMS"
"3963",60,"Female","Divorced",5440,"bandit-donsaluste","Dachshunds",279,"ID"
"3964",42,"Male","Married",4301,"bandit-profit","Dachshunds",479,"OTP"
"3965",70,"Female","Married",4502,"bandit-profit","Dachshunds",419,"ID"
"3966",57,"Female","Married",3894,"bandit-donsaluste","Brass Animals",102,"ID"
"3967",51,"Female","Married",4297,"bandit-picsou","Dachshunds",284,"EMAIL"
"3968",51,"Female","Single",3981,"bandit-donsaluste","Trading Cards",53,"SMS"
"3969",39,"Male","Married",3448,"bandit-radinou","Dachshunds",326,"SMS"
"3970",73,"Female","Married",5331,"bandit-radinou","Trading Cards",43,"ID"
"3971",33,"Female","Single",2615,"bandit-picsou","Trading Cards",51,"ID"
"3972",31,"Male","Single",2811,"bandit-donsaluste","Dachshunds",383,"OTP"
"3973",32,"Female","Single",3075,"bandit-donsaluste","Trading Cards",68,"EMAIL"
"3974",76,"Male","Married",5336,"bandit-profit","Dachshunds",271,"ID"
"3975",63,"Male","Married",4583,"bandit-profit","Dachshunds",308,"EMAIL"
"3976",35,"Female","Single",3573,"bandit-picsou","Dachshunds",489,"EMAIL"
"3977",70,"Male","Married",5331,"bandit-donsaluste","Trading Cards",46,"OTP"
"3978",65,"Male","Married",4896,"bandit-profit","Trading Cards",60,"ID"
"3979",30,"Female","Married",3926,"bandit-picsou","Dachshunds",275,"SMS"
"3980",25,"Male","Single",3856,"bandit-picsou","Dachshunds",332,"OTP"
"3981",20,"Female","Single",2176,"bandit-donsaluste","Trading Cards",58,"OTP"
"3982",21,"Male","Single",2863,"bandit-profit","Trading Cards",37,"EMAIL"
"3983",57,"Female","Divorced",4261,"bandit-donsaluste","Brass Animals",119,"OTP"
"3984",55,"Male","Single",4652,"bandit-donsaluste","Dachshunds",325,"OTP"
"3985",48,"Male","Married",3746,"bandit-profit","Dachshunds",497,"OTP"
"3986",31,"Female","Single",3510,"bandit-picsou","Trading Cards",37,"EMAIL"
"3987",23,"Male","Single",2570,"bandit-donsaluste","Trading Cards",61,"SMS"
