"","age","gender","status","salary"
"3611",52,"Female","Married",3434
"3612",77,"Female","Married",5300
"3613",32,"Female","Married",4288
"3614",56,"Female","Divorced",4572
"3615",72,"Male","Widowed",4948
"3616",63,"Female","Divorced",4370
"3617",84,"Female","Married",4945
"3618",59,"Female","Married",3784
"3619",35,"Male","Divorced",3849
"3620",59,"Female","Married",4145
"3621",68,"Male","Married",4608
"3622",59,"Female","Single",4064
"3623",34,"Female","Married",3500
"3624",53,"Male","Married",4303
"3625",65,"Female","Widowed",5797
"3626",89,"Female","Widowed",4560
"3627",89,"Female","Widowed",5029
"3628",58,"Female","Divorced",4583
"3629",57,"Male","Married",4367
"3630",46,"Female","Married",3723
"3631",23,"Male","Single",2979
"3632",66,"Female","Married",4709
"3633",42,"Male","Married",4313
"3634",78,"Male","Married",5205
"3635",51,"Male","Married",3801
"3636",19,"Male","Single",2682
"3637",29,"Male","Married",3618
"3638",80,"Male","Widowed",5095
"3639",53,"Male","Married",4315
"3640",41,"Male","Single",3922
"3641",61,"Male","Married",5248
"3642",18,"Female","Single",2349
"3643",73,"Male","Married",5029
"3644",22,"Male","Single",2805
"3645",77,"Male","Widowed",5015
"3646",76,"Male","Married",4814
"3647",24,"Male","Single",2240
"3648",55,"Female","Divorced",5278
"3649",71,"Male","Married",4690
"3650",52,"Female","Single",3650
"3651",65,"Female","Single",5245
"3652",53,"Female","Single",4276
"3653",22,"Male","Single",3570
"3654",64,"Female","Widowed",4678
"3655",74,"Male","Married",5139
"3656",58,"Female","Married",5016
"3657",20,"Female","Single",1961
"3658",62,"Male","Married",5259
"3659",22,"Male","Single",2869
"3660",18,"Male","Single",2850
"3661",33,"Female","Single",3690
"3662",53,"Male","Single",4311
"3663",59,"Male","Married",5093
"3664",40,"Female","Married",3643
"3665",36,"Male","Married",3825
"3666",20,"Male","Single",1922
"3667",20,"Female","Single",2014
"3668",52,"Female","Single",3905
"3669",30,"Male","Single",3253
"3670",70,"Male","Married",5461
"3671",55,"Male","Single",3964
"3672",19,"Male","Single",2476
"3673",39,"Female","Single",3619
"3674",43,"Female","Married",4046
"3675",28,"Male","Single",2838
"3676",40,"Female","Single",3483
"3677",35,"Female","Married",4322
"3678",72,"Female","Married",5399
"3679",87,"Male","Widowed",4744
"3680",78,"Male","Married",4884
"3681",74,"Male","Married",6392
"3682",35,"Female","Married",3785
"3683",48,"Female","Married",4076
"3684",63,"Female","Married",4643
"3685",64,"Female","Married",5402
"3686",81,"Female","Married",4299
"3687",53,"Male","Married",4772
"3688",41,"Female","Married",4104
"3689",66,"Male","Married",5072
"3690",26,"Female","Single",2492
"3691",62,"Male","Widowed",4481
"3692",60,"Female","Married",5441
"3693",39,"Male","Married",3763
"3694",59,"Male","Widowed",5416
"3695",65,"Male","Divorced",5344
"3696",32,"Female","Single",3347
"3697",63,"Male","Divorced",4790
"3698",61,"Female","Divorced",5302
"3699",45,"Female","Single",3612
"3700",71,"Female","Divorced",4970
"3701",62,"Female","Divorced",4516
"3702",46,"Male","Married",4192
"3703",97,"Male","Widowed",5469
"3704",69,"Female","Single",5606
"3705",57,"Female","Married",5160
"3706",73,"Female","Married",6342
"3707",48,"Female","Single",4404
"3708",23,"Male","Single",2053
"3709",65,"Male","Divorced",4162
"3710",37,"Male","Single",3437
"3711",53,"Male","Married",4147
"3712",56,"Female","Divorced",4375
"3713",62,"Male","Single",5303
"3714",69,"Male","Single",4800
"3715",80,"Male","Married",5326
"3716",29,"Female","Single",2379
"3717",75,"Female","Widowed",4765
"3718",43,"Female","Single",3810
"3719",55,"Male","Married",4588
"3720",55,"Male","Married",4822
"3721",81,"Female","Widowed",4819
"3722",32,"Female","Married",3097
"3723",26,"Male","Single",2931
"3724",29,"Male","Single",2391
"3725",61,"Male","Married",4438
"3726",50,"Male","Married",4839
"3727",61,"Female","Single",5375
"3728",74,"Male","Married",4558
"3729",52,"Male","Married",3858
"3730",27,"Male","Single",4011
"3731",63,"Female","Married",4725
"3732",47,"Male","Married",4389
"3733",56,"Male","Married",4122
"3734",69,"Male","Married",4985
"3735",66,"Male","Married",4992
"3736",26,"Male","Single",2885
"3737",25,"Male","Single",3641
"3738",31,"Female","Married",4165
"3739",61,"Male","Married",4754
"3740",19,"Female","Single",3004
"3741",59,"Male","Married",4088
"3742",34,"Female","Single",3583
"3743",72,"Female","Married",4570
"3744",84,"Female","Widowed",5233
"3745",47,"Male","Married",4335
"3746",58,"Female","Single",4795
"3747",61,"Female","Married",4959
"3748",87,"Male","Widowed",5340
"3749",45,"Male","Single",4218
"3750",22,"Female","Single",2305
"3751",52,"Male","Married",4741
"3752",56,"Male","Married",4387
"3753",41,"Male","Single",3640
"3754",31,"Female","Single",2929
"3755",48,"Female","Divorced",4241
"3756",19,"Male","Single",2572
"3757",19,"Male","Single",2616
"3758",66,"Female","Married",4894
"3759",43,"Female","Single",3914
"3760",62,"Female","Married",4875
"3761",38,"Male","Single",3705
"3762",41,"Female","Single",4145
"3763",69,"Male","Married",4892
"3764",68,"Male","Married",5298
"3765",68,"Female","Married",4259
"3766",71,"Female","Widowed",5570
"3767",55,"Male","Married",4446
"3768",57,"Female","Married",3665
"3769",40,"Male","Married",4010
"3770",45,"Male","Widowed",3873
"3771",26,"Male","Single",3232
"3772",18,"Female","Single",2381
"3773",36,"Female","Married",3369
"3774",54,"Female","Married",3794
"3775",71,"Male","Married",4959
"3776",27,"Male","Single",3318
"3777",36,"Male","Single",3511
"3778",71,"Male","Single",5217
"3779",69,"Female","Married",4936
"3780",52,"Female","Married",4132
"3781",26,"Female","Single",2275
"3782",55,"Male","Single",4740
"3783",21,"Female","Single",2462
"3784",20,"Female","Single",2122
"3785",65,"Male","Single",5147
"3786",72,"Female","Divorced",5803
"3787",57,"Female","Married",4998
"3788",28,"Male","Single",3592
"3789",60,"Female","Married",5094
"3790",57,"Female","Divorced",4565
"3791",87,"Female","Married",5025
"3792",39,"Male","Married",3560
"3793",41,"Female","Single",3952
"3794",76,"Male","Widowed",5959
"3795",24,"Female","Single",2907
"3796",43,"Female","Married",4158
"3797",22,"Male","Single",2023
"3798",54,"Female","Single",3897
"3799",19,"Female","Single",2267
"3800",28,"Female","Single",3234
"3801",39,"Female","Single",4494
"3802",81,"Female","Widowed",5340
"3803",35,"Female","Married",3653
"3804",62,"Female","Divorced",5077
"3805",30,"Male","Single",3206
"3806",55,"Male","Married",4284
"3807",31,"Male","Single",3550
"3808",52,"Male","Divorced",3484
"3809",55,"Male","Married",4821
"3810",43,"Female","Married",3305
"3811",30,"Female","Single",3004
"3812",87,"Male","Widowed",5732
"3813",76,"Female","Married",5887
"3814",28,"Male","Single",3703
"3815",28,"Female","Married",2946
"3816",42,"Female","Single",4622
"3817",32,"Female","Single",3246
"3818",53,"Male","Married",4975
"3819",63,"Female","Widowed",5374
"3820",41,"Female","Married",3713
"3821",50,"Male","Married",3631
"3822",60,"Female","Married",4930
"3823",56,"Male","Married",4714
"3824",72,"Male","Married",5254
"3825",75,"Female","Widowed",4869
"3826",45,"Male","Married",3995
"3827",42,"Female","Married",3845
"3828",53,"Male","Married",3687
"3829",43,"Male","Single",3866
"3830",25,"Male","Single",3524
"3831",55,"Male","Married",4777
"3832",24,"Male","Single",2745
"3833",38,"Female","Married",3736
"3834",46,"Male","Single",4430
"3835",25,"Female","Single",3903
"3836",53,"Male","Married",3813
"3837",67,"Male","Married",4793
"3838",76,"Male","Married",4931
"3839",47,"Male","Married",4096
"3840",36,"Male","Married",3548
"3841",29,"Female","Married",3191
"3842",24,"Male","Single",2293
"3843",78,"Male","Married",5506
"3844",56,"Female","Single",4913
"3845",48,"Male","Single",3931
"3846",43,"Male","Single",4712
"3847",68,"Male","Widowed",5655
"3848",40,"Male","Married",4286
"3849",31,"Female","Single",3655
"3850",57,"Female","Single",4827
"3851",74,"Female","Married",5298
"3852",47,"Male","Married",3675
"3853",32,"Male","Single",3727
"3854",39,"Female","Single",3946
"3855",23,"Male","Single",3104
"3856",27,"Female","Single",2469
"3857",60,"Female","Married",4678
"3858",61,"Male","Married",5271
"3859",52,"Female","Married",4524
"3860",46,"Female","Married",4986
"3861",65,"Male","Married",5150
"3862",37,"Male","Single",3569
"3863",61,"Male","Divorced",4299
"3864",21,"Female","Single",2772
"3865",82,"Female","Married",5553
"3866",53,"Female","Single",4815
"3867",59,"Female","Divorced",5097
"3868",39,"Female","Single",3759
"3869",68,"Male","Married",4872
"3870",47,"Female","Married",4184
"3871",74,"Male","Married",4748
"3872",56,"Female","Married",4147
"3873",82,"Female","Married",5372
"3874",59,"Female","Married",4681
"3875",58,"Male","Married",4913
"3876",49,"Male","Divorced",4710
"3877",26,"Female","Single",3069
"3878",29,"Male","Single",3671
"3879",36,"Female","Single",3107
"3880",35,"Male","Single",3818
"3881",77,"Male","Married",4584
"3882",22,"Female","Single",3217
"3883",57,"Female","Single",4799
"3884",24,"Female","Single",3079
"3885",38,"Male","Married",3839
"3886",29,"Male","Single",3075
"3887",77,"Female","Widowed",5217
"3888",70,"Female","Widowed",5115
"3889",85,"Female","Widowed",5440
"3890",56,"Male","Married",3757
"3891",55,"Male","Divorced",4830
"3892",45,"Male","Married",4589
"3893",38,"Female","Single",4507
"3894",50,"Male","Married",4496
"3895",79,"Female","Widowed",5109
"3896",28,"Male","Single",3197
"3897",46,"Female","Married",4646
"3898",39,"Male","Single",3813
"3899",49,"Female","Married",4400
"3900",59,"Female","Married",4622
"3901",82,"Male","Married",4689
"3902",77,"Female","Married",5102
"3903",18,"Female","Single",2363
"3904",54,"Male","Divorced",3716
"3905",59,"Male","Married",5328
"3906",28,"Male","Single",2940
"3907",81,"Female","Married",5353
"3908",66,"Female","Married",5311
"3909",36,"Female","Married",3430
"3910",25,"Male","Single",2510
"3911",71,"Female","Married",4416
"3912",58,"Female","Married",4323
"3913",30,"Female","Single",2886
"3914",74,"Male","Married",5004
"3915",54,"Female","Widowed",4244
"3916",69,"Male","Single",4806
"3917",62,"Male","Married",4964
"3918",43,"Male","Married",4116
"3919",20,"Male","Single",1473
"3920",25,"Male","Single",3132
"3921",31,"Male","Single",3463
"3922",76,"Female","Widowed",4309
"3923",40,"Male","Single",4453
"3924",63,"Male","Married",4287
"3925",26,"Female","Single",3221
"3926",53,"Male","Married",4430
"3927",24,"Female","Single",2108
"3928",51,"Male","Married",4149
"3929",27,"Male","Single",2605
"3930",76,"Male","Married",4903
"3931",71,"Female","Single",5942
"3932",31,"Female","Single",3989
"3933",28,"Male","Married",3044
"3934",47,"Male","Married",4009
"3935",23,"Female","Single",3204
"3936",27,"Female","Single",3446
"3937",74,"Male","Married",4586
"3938",41,"Female","Married",4375
"3939",32,"Female","Single",3410
"3940",54,"Female","Divorced",4929
"3941",42,"Male","Single",4167
"3942",78,"Female","Married",4929
"3943",28,"Female","Single",3385
"3944",41,"Female","Married",4009
"3945",61,"Male","Married",5122
"3946",65,"Male","Married",4449
"3947",59,"Male","Divorced",3971
"3948",47,"Female","Single",4385
"3949",56,"Male","Widowed",4719
"3950",60,"Male","Divorced",4723
"3951",77,"Male","Married",5062
"3952",70,"Female","Married",5350
"3953",43,"Female","Married",4684
"3954",43,"Male","Married",4332
"3955",59,"Male","Divorced",4996
"3956",18,"Female","Single",2347
"3957",41,"Male","Married",3444
"3958",18,"Female","Single",2431
"3959",30,"Male","Single",3092
"3960",50,"Male","Divorced",4103
"3961",74,"Male","Married",4525
"3962",27,"Female","Single",2994
"3963",60,"Female","Divorced",5440
"3964",42,"Male","Married",4301
"3965",70,"Female","Married",4502
"3966",57,"Female","Married",3894
"3967",51,"Female","Married",4297
"3968",51,"Female","Single",3981
"3969",39,"Male","Married",3448
"3970",73,"Female","Married",5331
"3971",33,"Female","Single",2615
"3972",31,"Male","Single",2811
"3973",32,"Female","Single",3075
"3974",76,"Male","Married",5336
"3975",63,"Male","Married",4583
"3976",35,"Female","Single",3573
"3977",70,"Male","Married",5331
"3978",65,"Male","Married",4896
"3979",30,"Female","Married",3926
"3980",25,"Male","Single",3856
"3981",20,"Female","Single",2176
"3982",21,"Male","Single",2863
"3983",57,"Female","Divorced",4261
"3984",55,"Male","Single",4652
"3985",48,"Male","Married",3746
"3986",31,"Female","Single",3510
"3987",23,"Male","Single",2570
"3988",23,"Female","Single",2732
"3989",47,"Male","Single",4248
"3990",53,"Female","Married",3761
"3991",23,"Male","Single",2288
"3992",79,"Female","Widowed",5513
"3993",41,"Female","Married",4016
"3994",37,"Male","Single",4230
"3995",22,"Male","Single",2645
"3996",58,"Male","Married",4719
"3997",36,"Male","Married",3081
"3998",85,"Male","Married",4795
"3999",66,"Female","Divorced",4728
"4000",77,"Female","Married",4650
"4001",38,"Male","Married",3426
"4002",27,"Male","Single",3571
"4003",41,"Male","Married",3964
"4004",51,"Male","Single",4366
"4005",52,"Female","Married",4127
"4006",58,"Male","Divorced",4456
"4007",43,"Male","Single",3403
"4008",53,"Male","Divorced",4750
"4009",68,"Female","Married",4698
"4010",72,"Male","Married",4651
"4011",44,"Male","Married",3823
"4012",53,"Female","Single",4390
"4013",25,"Male","Single",2874
"4014",52,"Male","Single",3700
"4015",54,"Female","Married",4141
"4016",80,"Female","Married",4819
"4017",39,"Female","Married",3485
"4018",64,"Male","Married",4257
"4019",80,"Male","Married",5092
"4020",73,"Female","Married",4647
"4021",52,"Female","Divorced",4005
"4022",55,"Male","Single",4909
"4023",36,"Male","Married",4487
"4024",25,"Male","Single",3422
"4025",85,"Female","Married",4655
"4026",60,"Female","Married",4330
"4027",19,"Female","Single",2055
"4028",86,"Female","Widowed",4354
"4029",64,"Male","Married",5147
"4030",24,"Female","Single",2273
"4031",60,"Female","Married",4940
"4032",68,"Male","Married",5246
"4033",33,"Male","Married",3401
"4034",84,"Female","Married",5042
"4035",31,"Male","Single",3428
"4036",68,"Female","Widowed",4618
"4037",35,"Male","Single",3191
"4038",25,"Female","Single",3292
"4039",20,"Female","Single",2533
"4040",77,"Female","Married",5197
"4041",65,"Male","Divorced",5960
"4042",49,"Female","Single",4012
"4043",49,"Male","Married",4484
"4044",40,"Female","Divorced",4790
"4045",44,"Female","Single",3851
"4046",49,"Female","Married",4319
"4047",39,"Male","Married",4082
"4048",91,"Male","Married",4980
"4049",41,"Female","Single",4320
"4050",33,"Male","Married",3667
"4051",47,"Male","Single",4719
"4052",29,"Female","Single",2387
"4053",56,"Female","Married",4226
"4054",57,"Male","Divorced",4780
"4055",28,"Male","Married",2861
"4056",61,"Female","Divorced",5162
"4057",56,"Female","Divorced",4647
"4058",78,"Female","Married",5121
"4059",55,"Female","Married",4413
"4060",43,"Female","Single",3577
"4061",64,"Male","Married",4267
"4062",21,"Male","Single",1889
"4063",77,"Male","Married",4628
"4064",77,"Female","Married",5436
"4065",66,"Female","Single",4546
"4066",69,"Female","Married",4515
"4067",36,"Male","Divorced",3635
"4068",69,"Female","Married",5540
"4069",64,"Female","Single",5410
"4070",29,"Female","Widowed",2310
"4071",60,"Male","Married",5107
"4072",70,"Male","Married",4775
"4073",24,"Male","Single",3027
"4074",44,"Male","Single",3736
"4075",40,"Female","Single",4088
"4076",80,"Male","Single",5436
"4077",21,"Female","Married",2871
"4078",56,"Female","Divorced",5731
"4079",41,"Female","Divorced",4478
"4080",26,"Female","Single",2876
"4081",79,"Female","Widowed",5024
"4082",78,"Male","Married",4996
"4083",57,"Female","Married",4719
"4084",60,"Male","Single",5472
"4085",60,"Female","Married",5064
"4086",49,"Female","Divorced",4492
"4087",56,"Female","Married",5199
"4088",28,"Male","Single",3111
"4089",74,"Male","Married",5196
"4090",31,"Female","Single",3980
"4091",55,"Male","Single",4503
"4092",72,"Male","Married",5226
"4093",67,"Female","Married",4815
"4094",78,"Female","Married",5485
"4095",40,"Male","Married",4074
"4096",85,"Male","Widowed",5015
"4097",71,"Female","Divorced",5049
"4098",29,"Male","Single",2921
"4099",36,"Female","Married",3503
"4100",69,"Male","Married",4534
"4101",94,"Male","Widowed",5242
"4102",59,"Female","Divorced",4161
"4103",57,"Female","Divorced",4323
"4104",34,"Male","Married",3477
"4105",41,"Female","Married",4175
"4106",64,"Male","Widowed",4980
"4107",82,"Female","Married",5255
"4108",58,"Female","Married",4219
"4109",71,"Female","Widowed",4805
"4110",47,"Male","Single",4498
"4111",69,"Male","Widowed",5276
"4112",43,"Male","Married",4103
"4113",21,"Female","Single",2679
"4114",42,"Male","Divorced",3710
"4115",50,"Female","Married",4656
"4116",81,"Female","Married",4966
"4117",57,"Male","Married",3741
"4118",58,"Male","Divorced",4275
"4119",38,"Male","Divorced",3531
"4120",41,"Male","Single",4119
"4121",60,"Male","Divorced",4913
"4122",71,"Female","Married",4658
"4123",32,"Female","Married",3781
"4124",22,"Male","Single",2785
"4125",81,"Male","Married",4884
"4126",68,"Female","Married",5078
"4127",65,"Female","Divorced",4472
"4128",64,"Male","Married",4798
"4129",86,"Male","Widowed",5184
"4130",57,"Female","Divorced",4282
"4131",32,"Male","Single",3157
"4132",18,"Male","Single",2238
"4133",40,"Female","Single",4440
"4134",82,"Male","Married",4736
"4135",43,"Female","Married",3911
"4136",38,"Male","Married",3518
"4137",57,"Male","Divorced",5043
"4138",28,"Female","Single",3123
"4139",40,"Male","Single",4054
"4140",57,"Male","Married",5098
"4141",76,"Male","Widowed",4689
"4142",50,"Male","Married",4756
"4143",90,"Female","Married",4999
"4144",59,"Male","Single",4673
"4145",38,"Male","Divorced",3360
"4146",85,"Male","Widowed",4205
"4147",51,"Male","Married",4192
"4148",59,"Female","Single",5438
"4149",30,"Male","Single",4029
"4150",49,"Male","Single",4994
"4151",80,"Female","Married",4642
"4152",72,"Female","Married",5192
"4153",77,"Male","Widowed",5222
"4154",73,"Female","Widowed",4761
"4155",75,"Male","Widowed",4582
"4156",35,"Male","Single",3447
"4157",60,"Male","Single",4775
"4158",86,"Female","Widowed",5236
"4159",57,"Male","Divorced",4087
"4160",28,"Male","Single",3574
"4161",76,"Female","Divorced",4616
"4162",77,"Male","Widowed",4863
"4163",40,"Female","Single",4037
"4164",46,"Male","Married",4206
"4165",37,"Female","Married",3748
"4166",22,"Female","Single",2418
"4167",37,"Female","Married",3953
"4168",84,"Female","Married",4398
"4169",48,"Female","Married",3910
"4170",71,"Female","Widowed",4546
"4171",70,"Female","Divorced",4658
"4172",37,"Female","Divorced",3607
"4173",29,"Female","Married",3392
"4174",66,"Male","Widowed",5301
"4175",88,"Female","Widowed",5154
"4176",54,"Female","Married",3506
"4177",55,"Female","Divorced",4664
"4178",66,"Female","Divorced",4778
"4179",35,"Female","Married",3441
"4180",35,"Female","Single",4199
"4181",24,"Female","Single",2511
"4182",28,"Female","Single",3459
"4183",32,"Male","Single",3647
"4184",25,"Female","Single",2669
"4185",23,"Female","Single",3058
"4186",39,"Male","Married",4243
"4187",74,"Male","Married",4716
"4188",41,"Male","Single",4314
"4189",63,"Male","Married",5378
"4190",26,"Female","Single",3059
"4191",34,"Female","Married",4158
"4192",52,"Female","Married",3979
"4193",78,"Female","Single",4663
"4194",29,"Female","Single",2961
"4195",76,"Female","Married",5499
"4196",34,"Male","Single",3210
"4197",73,"Female","Married",4761
"4198",20,"Female","Single",1842
"4199",56,"Female","Single",4487
"4200",39,"Female","Single",3398
"4201",39,"Male","Married",3582
"4202",54,"Female","Married",4733
"4203",42,"Male","Single",3675
"4204",70,"Female","Married",4763
"4205",81,"Male","Married",4908
"4206",39,"Female","Married",3951
"4207",38,"Male","Married",3510
"4208",55,"Male","Married",4461
"4209",44,"Male","Married",4365
"4210",68,"Male","Married",5137
"4211",65,"Female","Married",4553
"4212",55,"Male","Widowed",4721
"4213",58,"Male","Married",4515
"4214",35,"Male","Single",4096
"4215",27,"Female","Single",3870
"4216",58,"Male","Married",5210
"4217",75,"Female","Married",5211
"4218",79,"Male","Divorced",5035
"4219",85,"Female","Widowed",4690
"4220",36,"Female","Single",3933
"4221",75,"Male","Married",5562
"4222",63,"Female","Married",5152
"4223",39,"Female","Married",4186
"4224",33,"Female","Single",2824
"4225",36,"Female","Married",3669
"4226",85,"Male","Widowed",4650
"4227",72,"Female","Married",5066
"4228",90,"Female","Widowed",5942
"4229",28,"Female","Single",3454
"4230",33,"Female","Single",3220
"4231",65,"Male","Divorced",5102
"4232",82,"Female","Widowed",5727
"4233",56,"Male","Married",4289
"4234",59,"Male","Married",4563
"4235",51,"Female","Single",4518
"4236",53,"Male","Widowed",4941
"4237",31,"Male","Married",3862
"4238",50,"Male","Married",4169
"4239",64,"Female","Married",5051
"4240",58,"Male","Married",4567
"4241",68,"Male","Married",4667
"4242",23,"Female","Single",2025
"4243",74,"Male","Single",5213
"4244",70,"Female","Married",4568
"4245",41,"Male","Single",3950
"4246",55,"Female","Married",4447
"4247",90,"Male","Widowed",4955
"4248",29,"Female","Single",2869
"4249",57,"Male","Married",5075
"4250",70,"Female","Married",5499
"4251",50,"Female","Single",4731
"4252",26,"Male","Single",3738
"4253",76,"Male","Married",5310
"4254",53,"Male","Married",4822
"4255",67,"Female","Married",5097
"4256",68,"Female","Married",5784
"4257",23,"Female","Single",3285
"4258",34,"Female","Divorced",2974
"4259",46,"Male","Married",4536
"4260",73,"Female","Married",4921
"4261",34,"Male","Married",3719
"4262",39,"Male","Married",4050
"4263",36,"Female","Married",4586
"4264",42,"Male","Single",4025
"4265",23,"Male","Single",2722
"4266",38,"Male","Single",4266
"4267",19,"Female","Single",2480
"4268",88,"Female","Married",5198
"4269",32,"Male","Single",2871
"4270",21,"Female","Single",2703
"4271",63,"Male","Married",4889
"4272",75,"Male","Married",4840
"4273",38,"Female","Married",4227
"4274",57,"Male","Single",5075
"4275",59,"Male","Married",5093
"4276",58,"Female","Single",5349
"4277",53,"Male","Single",4102
"4278",69,"Female","Married",5165
"4279",42,"Male","Single",3929
"4280",37,"Female","Single",4289
"4281",59,"Female","Married",4459
"4282",41,"Male","Married",3081
"4283",87,"Female","Married",4934
"4284",27,"Male","Single",3417
"4285",40,"Male","Married",4020
"4286",19,"Female","Single",1879
"4287",21,"Male","Single",3198
"4288",61,"Male","Divorced",5100
"4289",48,"Male","Divorced",4212
"4290",45,"Female","Divorced",3614
"4291",50,"Male","Married",4009
"4292",25,"Female","Single",2773
"4293",43,"Female","Married",4184
"4294",33,"Male","Single",3395
"4295",47,"Male","Single",4460
"4296",45,"Male","Single",4450
"4297",21,"Male","Single",2624
"4298",69,"Female","Married",5142
"4299",36,"Female","Single",3902
"4300",40,"Male","Married",3913
"4301",59,"Female","Married",3751
"4302",59,"Female","Married",5243
"4303",36,"Male","Widowed",3805
"4304",56,"Female","Single",3987
"4305",48,"Male","Single",4118
"4306",21,"Female","Single",2668
"4307",33,"Male","Married",3551
"4308",84,"Female","Married",4447
"4309",20,"Male","Single",2511
"4310",44,"Female","Married",4119
"4311",45,"Female","Married",4761
"4312",69,"Female","Married",5087
"4313",81,"Female","Divorced",4275
"4314",26,"Male","Single",3289
"4315",61,"Female","Divorced",5094
"4316",42,"Male","Married",4924
"4317",87,"Male","Widowed",5295
"4318",22,"Male","Single",2266
"4319",23,"Female","Single",2255
"4320",49,"Male","Married",4164
"4321",56,"Male","Married",4240
"4322",55,"Female","Married",4736
"4323",63,"Female","Divorced",4745
"4324",24,"Male","Single",3127
"4325",53,"Male","Married",4631
"4326",51,"Female","Single",5219
"4327",52,"Male","Married",4031
"4328",38,"Female","Married",4258
"4329",58,"Male","Divorced",4561
"4330",34,"Female","Single",3160
"4331",75,"Female","Widowed",5032
"4332",79,"Male","Married",4950
"4333",56,"Male","Married",4357
"4334",23,"Male","Single",2619
"4335",44,"Female","Married",3837
"4336",29,"Male","Single",3251
"4337",53,"Male","Single",4604
"4338",53,"Female","Married",4403
"4339",24,"Male","Married",3012
"4340",29,"Male","Single",3436
"4341",52,"Male","Divorced",4358
"4342",27,"Female","Single",2062
"4343",36,"Male","Single",3508
"4344",39,"Female","Single",4059
"4345",67,"Female","Married",5374
"4346",61,"Male","Married",5832
"4347",57,"Female","Married",4385
"4348",43,"Female","Married",4071
"4349",48,"Female","Married",4251
"4350",33,"Female","Married",2890
"4351",54,"Female","Married",4132
"4352",25,"Male","Single",2850
"4353",35,"Male","Single",3237
"4354",53,"Male","Divorced",4739
"4355",28,"Female","Single",2652
"4356",18,"Male","Single",1906
"4357",55,"Female","Divorced",4532
"4358",52,"Female","Married",3843
"4359",74,"Male","Married",4144
"4360",40,"Male","Married",3527
"4361",25,"Female","Single",2987
"4362",86,"Female","Married",5221
"4363",57,"Female","Married",4408
"4364",79,"Male","Divorced",5406
"4365",55,"Male","Married",4136
"4366",48,"Female","Married",4542
"4367",57,"Female","Divorced",4371
"4368",36,"Male","Single",4226
"4369",48,"Male","Single",4794
"4370",62,"Male","Married",4501
"4371",55,"Male","Single",4402
"4372",53,"Female","Married",4458
"4373",47,"Female","Married",3576
"4374",46,"Male","Married",4769
"4375",63,"Male","Married",4610
"4376",98,"Male","Widowed",5478
"4377",48,"Female","Single",3650
"4378",63,"Male","Single",4056
"4379",36,"Male","Divorced",3893
"4380",62,"Male","Married",5812
"4381",18,"Female","Single",2577
"4382",72,"Female","Married",5751
"4383",28,"Male","Single",3510
"4384",76,"Female","Married",5148
"4385",41,"Female","Married",4644
"4386",65,"Male","Divorced",5321
"4387",22,"Female","Single",3354
"4388",93,"Male","Widowed",4810
"4389",53,"Female","Single",3686
"4390",35,"Male","Divorced",3545
"4391",74,"Male","Married",5273
"4392",84,"Female","Married",5057
"4393",40,"Female","Single",3444
"4394",31,"Female","Married",3110
"4395",47,"Female","Married",3937
"4396",66,"Female","Divorced",5428
"4397",59,"Male","Divorced",3745
"4398",55,"Male","Married",4591
"4399",86,"Male","Widowed",4511
"4400",39,"Female","Single",4702
"4401",71,"Male","Single",4763
"4402",47,"Female","Married",4211
"4403",51,"Male","Single",4417
"4404",29,"Female","Married",2743
"4405",55,"Female","Married",4850
"4406",19,"Female","Single",2654
"4407",24,"Female","Single",2720
"4408",32,"Male","Married",3229
"4409",73,"Male","Married",5376
"4410",69,"Male","Divorced",5763
"4411",25,"Female","Married",3762
"4412",62,"Male","Divorced",4906
"4413",27,"Female","Single",2629
"4414",18,"Female","Single",2053
"4415",34,"Female","Single",2876
"4416",67,"Female","Married",5346
"4417",59,"Male","Divorced",4516
"4418",51,"Female","Married",4083
"4419",77,"Female","Widowed",5378
"4420",43,"Female","Single",3771
"4421",73,"Female","Married",4966
"4422",25,"Male","Single",3082
"4423",59,"Male","Married",4189
"4424",61,"Female","Married",4988
"4425",63,"Male","Married",5804
"4426",39,"Male","Married",4006
"4427",70,"Female","Married",4772
"4428",74,"Male","Married",4745
"4429",42,"Female","Single",4234
"4430",27,"Male","Single",3537
"4431",75,"Male","Married",4144
"4432",63,"Male","Married",4508
"4433",21,"Female","Single",2496
"4434",58,"Female","Divorced",4354
"4435",48,"Female","Divorced",4682
"4436",49,"Male","Single",4891
"4437",19,"Female","Single",2505
"4438",19,"Male","Single",2521
"4439",46,"Male","Single",4822
"4440",34,"Female","Married",3812
"4441",34,"Male","Divorced",3052
"4442",42,"Female","Single",3565
"4443",42,"Female","Single",3900
"4444",41,"Male","Single",4004
"4445",55,"Male","Single",4415
"4446",23,"Female","Single",3489
"4447",70,"Male","Widowed",5699
"4448",33,"Male","Married",3031
"4449",40,"Male","Single",4557
"4450",59,"Female","Divorced",4429
"4451",57,"Male","Married",4281
"4452",69,"Male","Married",5234
"4453",57,"Female","Divorced",4124
"4454",44,"Female","Married",3627
"4455",46,"Male","Single",3827
"4456",30,"Male","Married",2912
"4457",64,"Male","Married",4956
"4458",27,"Male","Single",2244
"4459",54,"Male","Married",3443
"4460",72,"Male","Married",4600
"4461",61,"Male","Divorced",5464
"4462",52,"Female","Married",4353
"4463",27,"Female","Married",2712
"4464",70,"Female","Widowed",5298
