"","age","gender","status"
"3858",61,"Male","Married"
"3859",52,"Female","Married"
"3860",46,"Female","Married"
"3861",65,"Male","Married"
"3862",37,"Male","Single"
"3863",61,"Male","Divorced"
"3864",21,"Female","Single"
"3865",82,"Female","Married"
"3866",53,"Female","Single"
"3867",59,"Female","Divorced"
"3868",39,"Female","Single"
"3869",68,"Male","Married"
"3870",47,"Female","Married"
"3871",74,"Male","Married"
"3872",56,"Female","Married"
"3873",82,"Female","Married"
"3874",59,"Female","Married"
"3875",58,"Male","Married"
"3876",49,"Male","Divorced"
"3877",26,"Female","Single"
"3878",29,"Male","Single"
"3879",36,"Female","Single"
"3880",35,"Male","Single"
"3881",77,"Male","Married"
"3882",22,"Female","Single"
"3883",57,"Female","Single"
"3884",24,"Female","Single"
"3885",38,"Male","Married"
"3886",29,"Male","Single"
"3887",77,"Female","Widowed"
"3888",70,"Female","Widowed"
"3889",85,"Female","Widowed"
"3890",56,"Male","Married"
"3891",55,"Male","Divorced"
"3892",45,"Male","Married"
"3893",38,"Female","Single"
"3894",50,"Male","Married"
"3895",79,"Female","Widowed"
"3896",28,"Male","Single"
"3897",46,"Female","Married"
"3898",39,"Male","Single"
"3899",49,"Female","Married"
"3900",59,"Female","Married"
"3901",82,"Male","Married"
"3902",77,"Female","Married"
"3903",18,"Female","Single"
"3904",54,"Male","Divorced"
"3905",59,"Male","Married"
"3906",28,"Male","Single"
"3907",81,"Female","Married"
"3908",66,"Female","Married"
"3909",36,"Female","Married"
"3910",25,"Male","Single"
"3911",71,"Female","Married"
"3912",58,"Female","Married"
"3913",30,"Female","Single"
"3914",74,"Male","Married"
"3915",54,"Female","Widowed"
"3916",69,"Male","Single"
"3917",62,"Male","Married"
"3918",43,"Male","Married"
"3919",20,"Male","Single"
"3920",25,"Male","Single"
"3921",31,"Male","Single"
"3922",76,"Female","Widowed"
"3923",40,"Male","Single"
"3924",63,"Male","Married"
"3925",26,"Female","Single"
"3926",53,"Male","Married"
"3927",24,"Female","Single"
"3928",51,"Male","Married"
"3929",27,"Male","Single"
"3930",76,"Male","Married"
"3931",71,"Female","Single"
"3932",31,"Female","Single"
"3933",28,"Male","Married"
"3934",47,"Male","Married"
"3935",23,"Female","Single"
"3936",27,"Female","Single"
"3937",74,"Male","Married"
"3938",41,"Female","Married"
"3939",32,"Female","Single"
"3940",54,"Female","Divorced"
"3941",42,"Male","Single"
"3942",78,"Female","Married"
"3943",28,"Female","Single"
"3944",41,"Female","Married"
"3945",61,"Male","Married"
"3946",65,"Male","Married"
"3947",59,"Male","Divorced"
"3948",47,"Female","Single"
"3949",56,"Male","Widowed"
"3950",60,"Male","Divorced"
"3951",77,"Male","Married"
"3952",70,"Female","Married"
"3953",43,"Female","Married"
"3954",43,"Male","Married"
"3955",59,"Male","Divorced"
"3956",18,"Female","Single"
"3957",41,"Male","Married"
"3958",18,"Female","Single"
"3959",30,"Male","Single"
"3960",50,"Male","Divorced"
"3961",74,"Male","Married"
"3962",27,"Female","Single"
"3963",60,"Female","Divorced"
"3964",42,"Male","Married"
"3965",70,"Female","Married"
"3966",57,"Female","Married"
"3967",51,"Female","Married"
"3968",51,"Female","Single"
"3969",39,"Male","Married"
"3970",73,"Female","Married"
"3971",33,"Female","Single"
"3972",31,"Male","Single"
"3973",32,"Female","Single"
"3974",76,"Male","Married"
"3975",63,"Male","Married"
"3976",35,"Female","Single"
"3977",70,"Male","Married"
"3978",65,"Male","Married"
"3979",30,"Female","Married"
"3980",25,"Male","Single"
"3981",20,"Female","Single"
"3982",21,"Male","Single"
"3983",57,"Female","Divorced"
"3984",55,"Male","Single"
"3985",48,"Male","Married"
"3986",31,"Female","Single"
"3987",23,"Male","Single"
"3988",23,"Female","Single"
"3989",47,"Male","Single"
"3990",53,"Female","Married"
"3991",23,"Male","Single"
"3992",79,"Female","Widowed"
"3993",41,"Female","Married"
"3994",37,"Male","Single"
"3995",22,"Male","Single"
"3996",58,"Male","Married"
"3997",36,"Male","Married"
"3998",85,"Male","Married"
"3999",66,"Female","Divorced"
"4000",77,"Female","Married"
"4001",38,"Male","Married"
"4002",27,"Male","Single"
"4003",41,"Male","Married"
"4004",51,"Male","Single"
"4005",52,"Female","Married"
"4006",58,"Male","Divorced"
"4007",43,"Male","Single"
"4008",53,"Male","Divorced"
"4009",68,"Female","Married"
"4010",72,"Male","Married"
"4011",44,"Male","Married"
"4012",53,"Female","Single"
"4013",25,"Male","Single"
"4014",52,"Male","Single"
"4015",54,"Female","Married"
"4016",80,"Female","Married"
"4017",39,"Female","Married"
"4018",64,"Male","Married"
"4019",80,"Male","Married"
"4020",73,"Female","Married"
"4021",52,"Female","Divorced"
"4022",55,"Male","Single"
"4023",36,"Male","Married"
"4024",25,"Male","Single"
"4025",85,"Female","Married"
"4026",60,"Female","Married"
"4027",19,"Female","Single"
"4028",86,"Female","Widowed"
"4029",64,"Male","Married"
"4030",24,"Female","Single"
"4031",60,"Female","Married"
"4032",68,"Male","Married"
"4033",33,"Male","Married"
"4034",84,"Female","Married"
"4035",31,"Male","Single"
"4036",68,"Female","Widowed"
"4037",35,"Male","Single"
"4038",25,"Female","Single"
"4039",20,"Female","Single"
"4040",77,"Female","Married"
"4041",65,"Male","Divorced"
"4042",49,"Female","Single"
"4043",49,"Male","Married"
"4044",40,"Female","Divorced"
"4045",44,"Female","Single"
"4046",49,"Female","Married"
"4047",39,"Male","Married"
"4048",91,"Male","Married"
"4049",41,"Female","Single"
"4050",33,"Male","Married"
"4051",47,"Male","Single"
"4052",29,"Female","Single"
"4053",56,"Female","Married"
"4054",57,"Male","Divorced"
"4055",28,"Male","Married"
"4056",61,"Female","Divorced"
"4057",56,"Female","Divorced"
"4058",78,"Female","Married"
"4059",55,"Female","Married"
"4060",43,"Female","Single"
"4061",64,"Male","Married"
"4062",21,"Male","Single"
"4063",77,"Male","Married"
"4064",77,"Female","Married"
"4065",66,"Female","Single"
"4066",69,"Female","Married"
"4067",36,"Male","Divorced"
"4068",69,"Female","Married"
"4069",64,"Female","Single"
"4070",29,"Female","Widowed"
"4071",60,"Male","Married"
"4072",70,"Male","Married"
"4073",24,"Male","Single"
"4074",44,"Male","Single"
"4075",40,"Female","Single"
"4076",80,"Male","Single"
"4077",21,"Female","Married"
"4078",56,"Female","Divorced"
"4079",41,"Female","Divorced"
"4080",26,"Female","Single"
"4081",79,"Female","Widowed"
"4082",78,"Male","Married"
"4083",57,"Female","Married"
"4084",60,"Male","Single"
"4085",60,"Female","Married"
"4086",49,"Female","Divorced"
"4087",56,"Female","Married"
"4088",28,"Male","Single"
"4089",74,"Male","Married"
"4090",31,"Female","Single"
"4091",55,"Male","Single"
"4092",72,"Male","Married"
"4093",67,"Female","Married"
"4094",78,"Female","Married"
"4095",40,"Male","Married"
"4096",85,"Male","Widowed"
"4097",71,"Female","Divorced"
"4098",29,"Male","Single"
"4099",36,"Female","Married"
"4100",69,"Male","Married"
"4101",94,"Male","Widowed"
"4102",59,"Female","Divorced"
"4103",57,"Female","Divorced"
"4104",34,"Male","Married"
"4105",41,"Female","Married"
"4106",64,"Male","Widowed"
"4107",82,"Female","Married"
"4108",58,"Female","Married"
"4109",71,"Female","Widowed"
"4110",47,"Male","Single"
"4111",69,"Male","Widowed"
"4112",43,"Male","Married"
"4113",21,"Female","Single"
"4114",42,"Male","Divorced"
"4115",50,"Female","Married"
"4116",81,"Female","Married"
"4117",57,"Male","Married"
"4118",58,"Male","Divorced"
"4119",38,"Male","Divorced"
"4120",41,"Male","Single"
"4121",60,"Male","Divorced"
"4122",71,"Female","Married"
"4123",32,"Female","Married"
"4124",22,"Male","Single"
"4125",81,"Male","Married"
"4126",68,"Female","Married"
"4127",65,"Female","Divorced"
"4128",64,"Male","Married"
"4129",86,"Male","Widowed"
"4130",57,"Female","Divorced"
"4131",32,"Male","Single"
"4132",18,"Male","Single"
"4133",40,"Female","Single"
"4134",82,"Male","Married"
"4135",43,"Female","Married"
"4136",38,"Male","Married"
"4137",57,"Male","Divorced"
"4138",28,"Female","Single"
"4139",40,"Male","Single"
"4140",57,"Male","Married"
"4141",76,"Male","Widowed"
"4142",50,"Male","Married"
"4143",90,"Female","Married"
"4144",59,"Male","Single"
"4145",38,"Male","Divorced"
"4146",85,"Male","Widowed"
"4147",51,"Male","Married"
"4148",59,"Female","Single"
"4149",30,"Male","Single"
"4150",49,"Male","Single"
"4151",80,"Female","Married"
"4152",72,"Female","Married"
"4153",77,"Male","Widowed"
"4154",73,"Female","Widowed"
"4155",75,"Male","Widowed"
"4156",35,"Male","Single"
"4157",60,"Male","Single"
"4158",86,"Female","Widowed"
"4159",57,"Male","Divorced"
"4160",28,"Male","Single"
"4161",76,"Female","Divorced"
"4162",77,"Male","Widowed"
"4163",40,"Female","Single"
"4164",46,"Male","Married"
"4165",37,"Female","Married"
"4166",22,"Female","Single"
"4167",37,"Female","Married"
"4168",84,"Female","Married"
"4169",48,"Female","Married"
"4170",71,"Female","Widowed"
"4171",70,"Female","Divorced"
"4172",37,"Female","Divorced"
"4173",29,"Female","Married"
"4174",66,"Male","Widowed"
"4175",88,"Female","Widowed"
"4176",54,"Female","Married"
"4177",55,"Female","Divorced"
"4178",66,"Female","Divorced"
"4179",35,"Female","Married"
"4180",35,"Female","Single"
"4181",24,"Female","Single"
"4182",28,"Female","Single"
"4183",32,"Male","Single"
"4184",25,"Female","Single"
"4185",23,"Female","Single"
"4186",39,"Male","Married"
"4187",74,"Male","Married"
"4188",41,"Male","Single"
"4189",63,"Male","Married"
"4190",26,"Female","Single"
"4191",34,"Female","Married"
"4192",52,"Female","Married"
"4193",78,"Female","Single"
"4194",29,"Female","Single"
"4195",76,"Female","Married"
"4196",34,"Male","Single"
"4197",73,"Female","Married"
"4198",20,"Female","Single"
"4199",56,"Female","Single"
"4200",39,"Female","Single"
"4201",39,"Male","Married"
"4202",54,"Female","Married"
"4203",42,"Male","Single"
"4204",70,"Female","Married"
"4205",81,"Male","Married"
"4206",39,"Female","Married"
"4207",38,"Male","Married"
"4208",55,"Male","Married"
"4209",44,"Male","Married"
"4210",68,"Male","Married"
"4211",65,"Female","Married"
"4212",55,"Male","Widowed"
"4213",58,"Male","Married"
"4214",35,"Male","Single"
"4215",27,"Female","Single"
"4216",58,"Male","Married"
"4217",75,"Female","Married"
"4218",79,"Male","Divorced"
"4219",85,"Female","Widowed"
"4220",36,"Female","Single"
"4221",75,"Male","Married"
"4222",63,"Female","Married"
"4223",39,"Female","Married"
"4224",33,"Female","Single"
"4225",36,"Female","Married"
"4226",85,"Male","Widowed"
"4227",72,"Female","Married"
"4228",90,"Female","Widowed"
"4229",28,"Female","Single"
"4230",33,"Female","Single"
"4231",65,"Male","Divorced"
"4232",82,"Female","Widowed"
"4233",56,"Male","Married"
"4234",59,"Male","Married"
"4235",51,"Female","Single"
"4236",53,"Male","Widowed"
"4237",31,"Male","Married"
"4238",50,"Male","Married"
"4239",64,"Female","Married"
"4240",58,"Male","Married"
"4241",68,"Male","Married"
"4242",23,"Female","Single"
"4243",74,"Male","Single"
"4244",70,"Female","Married"
"4245",41,"Male","Single"
"4246",55,"Female","Married"
"4247",90,"Male","Widowed"
"4248",29,"Female","Single"
"4249",57,"Male","Married"
"4250",70,"Female","Married"
"4251",50,"Female","Single"
"4252",26,"Male","Single"
"4253",76,"Male","Married"
"4254",53,"Male","Married"
"4255",67,"Female","Married"
"4256",68,"Female","Married"
"4257",23,"Female","Single"
"4258",34,"Female","Divorced"
"4259",46,"Male","Married"
"4260",73,"Female","Married"
"4261",34,"Male","Married"
"4262",39,"Male","Married"
"4263",36,"Female","Married"
"4264",42,"Male","Single"
"4265",23,"Male","Single"
"4266",38,"Male","Single"
"4267",19,"Female","Single"
"4268",88,"Female","Married"
"4269",32,"Male","Single"
"4270",21,"Female","Single"
"4271",63,"Male","Married"
"4272",75,"Male","Married"
"4273",38,"Female","Married"
"4274",57,"Male","Single"
"4275",59,"Male","Married"
"4276",58,"Female","Single"
"4277",53,"Male","Single"
"4278",69,"Female","Married"
"4279",42,"Male","Single"
"4280",37,"Female","Single"
"4281",59,"Female","Married"
"4282",41,"Male","Married"
"4283",87,"Female","Married"
"4284",27,"Male","Single"
"4285",40,"Male","Married"
"4286",19,"Female","Single"
"4287",21,"Male","Single"
"4288",61,"Male","Divorced"
"4289",48,"Male","Divorced"
"4290",45,"Female","Divorced"
"4291",50,"Male","Married"
"4292",25,"Female","Single"
"4293",43,"Female","Married"
"4294",33,"Male","Single"
"4295",47,"Male","Single"
"4296",45,"Male","Single"
"4297",21,"Male","Single"
"4298",69,"Female","Married"
"4299",36,"Female","Single"
"4300",40,"Male","Married"
"4301",59,"Female","Married"
"4302",59,"Female","Married"
"4303",36,"Male","Widowed"
"4304",56,"Female","Single"
"4305",48,"Male","Single"
"4306",21,"Female","Single"
"4307",33,"Male","Married"
"4308",84,"Female","Married"
"4309",20,"Male","Single"
"4310",44,"Female","Married"
"4311",45,"Female","Married"
"4312",69,"Female","Married"
"4313",81,"Female","Divorced"
"4314",26,"Male","Single"
"4315",61,"Female","Divorced"
"4316",42,"Male","Married"
"4317",87,"Male","Widowed"
"4318",22,"Male","Single"
"4319",23,"Female","Single"
"4320",49,"Male","Married"
"4321",56,"Male","Married"
"4322",55,"Female","Married"
"4323",63,"Female","Divorced"
"4324",24,"Male","Single"
"4325",53,"Male","Married"
"4326",51,"Female","Single"
"4327",52,"Male","Married"
"4328",38,"Female","Married"
"4329",58,"Male","Divorced"
"4330",34,"Female","Single"
"4331",75,"Female","Widowed"
"4332",79,"Male","Married"
"4333",56,"Male","Married"
"4334",23,"Male","Single"
"4335",44,"Female","Married"
"4336",29,"Male","Single"
"4337",53,"Male","Single"
"4338",53,"Female","Married"
"4339",24,"Male","Married"
"4340",29,"Male","Single"
"4341",52,"Male","Divorced"
"4342",27,"Female","Single"
"4343",36,"Male","Single"
"4344",39,"Female","Single"
"4345",67,"Female","Married"
"4346",61,"Male","Married"
"4347",57,"Female","Married"
"4348",43,"Female","Married"
"4349",48,"Female","Married"
"4350",33,"Female","Married"
"4351",54,"Female","Married"
"4352",25,"Male","Single"
"4353",35,"Male","Single"
"4354",53,"Male","Divorced"
"4355",28,"Female","Single"
"4356",18,"Male","Single"
"4357",55,"Female","Divorced"
"4358",52,"Female","Married"
"4359",74,"Male","Married"
"4360",40,"Male","Married"
"4361",25,"Female","Single"
"4362",86,"Female","Married"
"4363",57,"Female","Married"
"4364",79,"Male","Divorced"
"4365",55,"Male","Married"
"4366",48,"Female","Married"
"4367",57,"Female","Divorced"
"4368",36,"Male","Single"
"4369",48,"Male","Single"
"4370",62,"Male","Married"
"4371",55,"Male","Single"
"4372",53,"Female","Married"
"4373",47,"Female","Married"
"4374",46,"Male","Married"
"4375",63,"Male","Married"
"4376",98,"Male","Widowed"
"4377",48,"Female","Single"
"4378",63,"Male","Single"
"4379",36,"Male","Divorced"
"4380",62,"Male","Married"
"4381",18,"Female","Single"
"4382",72,"Female","Married"
"4383",28,"Male","Single"
"4384",76,"Female","Married"
"4385",41,"Female","Married"
"4386",65,"Male","Divorced"
"4387",22,"Female","Single"
"4388",93,"Male","Widowed"
"4389",53,"Female","Single"
"4390",35,"Male","Divorced"
"4391",74,"Male","Married"
"4392",84,"Female","Married"
"4393",40,"Female","Single"
"4394",31,"Female","Married"
"4395",47,"Female","Married"
"4396",66,"Female","Divorced"
"4397",59,"Male","Divorced"
"4398",55,"Male","Married"
"4399",86,"Male","Widowed"
"4400",39,"Female","Single"
"4401",71,"Male","Single"
"4402",47,"Female","Married"
"4403",51,"Male","Single"
"4404",29,"Female","Married"
"4405",55,"Female","Married"
"4406",19,"Female","Single"
"4407",24,"Female","Single"
"4408",32,"Male","Married"
"4409",73,"Male","Married"
"4410",69,"Male","Divorced"
"4411",25,"Female","Married"
"4412",62,"Male","Divorced"
"4413",27,"Female","Single"
"4414",18,"Female","Single"
"4415",34,"Female","Single"
"4416",67,"Female","Married"
"4417",59,"Male","Divorced"
"4418",51,"Female","Married"
"4419",77,"Female","Widowed"
"4420",43,"Female","Single"
"4421",73,"Female","Married"
"4422",25,"Male","Single"
"4423",59,"Male","Married"
"4424",61,"Female","Married"
"4425",63,"Male","Married"
"4426",39,"Male","Married"
"4427",70,"Female","Married"
"4428",74,"Male","Married"
"4429",42,"Female","Single"
"4430",27,"Male","Single"
"4431",75,"Male","Married"
"4432",63,"Male","Married"
"4433",21,"Female","Single"
"4434",58,"Female","Divorced"
"4435",48,"Female","Divorced"
"4436",49,"Male","Single"
"4437",19,"Female","Single"
"4438",19,"Male","Single"
"4439",46,"Male","Single"
"4440",34,"Female","Married"
"4441",34,"Male","Divorced"
"4442",42,"Female","Single"
"4443",42,"Female","Single"
"4444",41,"Male","Single"
"4445",55,"Male","Single"
"4446",23,"Female","Single"
"4447",70,"Male","Widowed"
"4448",33,"Male","Married"
"4449",40,"Male","Single"
"4450",59,"Female","Divorced"
"4451",57,"Male","Married"
"4452",69,"Male","Married"
"4453",57,"Female","Divorced"
"4454",44,"Female","Married"
"4455",46,"Male","Single"
"4456",30,"Male","Married"
"4457",64,"Male","Married"
"4458",27,"Male","Single"
"4459",54,"Male","Married"
"4460",72,"Male","Married"
"4461",61,"Male","Divorced"
"4462",52,"Female","Married"
"4463",27,"Female","Married"
"4464",70,"Female","Widowed"
"4465",25,"Female","Single"
"4466",51,"Female","Single"
"4467",61,"Female","Divorced"
"4468",23,"Male","Single"
"4469",33,"Female","Single"
"4470",23,"Male","Single"
"4471",77,"Male","Married"
"4472",45,"Female","Married"
"4473",25,"Female","Single"
"4474",47,"Male","Single"
"4475",36,"Female","Single"
"4476",54,"Male","Married"
"4477",51,"Female","Married"
"4478",30,"Male","Divorced"
"4479",44,"Male","Single"
"4480",44,"Female","Married"
"4481",48,"Female","Single"
"4482",46,"Male","Married"
"4483",37,"Male","Married"
"4484",61,"Male","Married"
"4485",66,"Female","Married"
"4486",69,"Male","Divorced"
"4487",30,"Male","Single"
"4488",63,"Male","Divorced"
"4489",57,"Female","Divorced"
"4490",44,"Female","Married"
"4491",71,"Male","Married"
"4492",42,"Male","Divorced"
"4493",73,"Male","Divorced"
"4494",75,"Female","Divorced"
"4495",31,"Female","Single"
"4496",60,"Female","Married"
"4497",38,"Female","Married"
"4498",36,"Male","Single"
"4499",28,"Male","Married"
"4500",32,"Male","Single"
"4501",69,"Female","Divorced"
"4502",68,"Male","Divorced"
"4503",28,"Male","Single"
"4504",19,"Female","Single"
"4505",34,"Female","Single"
"4506",41,"Male","Married"
"4507",28,"Male","Divorced"
"4508",24,"Male","Single"
"4509",81,"Female","Divorced"
"4510",86,"Male","Married"
"4511",62,"Female","Married"
"4512",56,"Female","Single"
"4513",49,"Female","Married"
"4514",58,"Female","Single"
"4515",65,"Male","Married"
"4516",32,"Female","Single"
"4517",57,"Male","Single"
"4518",30,"Female","Married"
"4519",19,"Male","Single"
"4520",33,"Male","Single"
"4521",62,"Female","Married"
"4522",71,"Female","Married"
"4523",87,"Female","Married"
"4524",56,"Female","Divorced"
"4525",37,"Female","Single"
"4526",57,"Male","Divorced"
"4527",68,"Female","Single"
"4528",19,"Female","Single"
"4529",54,"Male","Married"
"4530",46,"Female","Single"
"4531",64,"Female","Married"
"4532",51,"Female","Single"
"4533",27,"Female","Married"
"4534",34,"Male","Single"
"4535",61,"Male","Married"
"4536",73,"Male","Divorced"
"4537",24,"Female","Single"
"4538",65,"Female","Divorced"
"4539",61,"Male","Married"
"4540",75,"Male","Divorced"
"4541",54,"Female","Married"
"4542",76,"Male","Married"
"4543",41,"Male","Married"
"4544",80,"Female","Married"
"4545",45,"Male","Married"
"4546",73,"Female","Married"
"4547",68,"Female","Married"
"4548",36,"Male","Married"
"4549",55,"Female","Married"
"4550",33,"Male","Single"
"4551",51,"Male","Married"
"4552",45,"Female","Married"
"4553",55,"Male","Divorced"
"4554",38,"Male","Single"
"4555",39,"Male","Single"
"4556",26,"Male","Single"
"4557",58,"Male","Single"
"4558",36,"Female","Married"
"4559",59,"Male","Married"
"4560",28,"Male","Single"
"4561",52,"Female","Married"
"4562",38,"Female","Married"
"4563",68,"Male","Single"
"4564",45,"Female","Single"
"4565",60,"Male","Single"
"4566",55,"Female","Married"
"4567",22,"Female","Single"
"4568",32,"Female","Divorced"
"4569",60,"Female","Divorced"
"4570",40,"Male","Single"
"4571",53,"Male","Married"
"4572",79,"Female","Single"
"4573",43,"Male","Single"
"4574",88,"Female","Divorced"
"4575",56,"Female","Single"
"4576",27,"Female","Single"
"4577",42,"Male","Divorced"
"4578",81,"Female","Widowed"
"4579",37,"Male","Married"
"4580",42,"Female","Single"
"4581",44,"Male","Divorced"
"4582",64,"Male","Married"
"4583",83,"Male","Widowed"
"4584",63,"Male","Divorced"
"4585",60,"Male","Married"
"4586",39,"Male","Married"
"4587",21,"Female","Single"
"4588",46,"Male","Single"
"4589",48,"Male","Single"
"4590",51,"Female","Divorced"
"4591",66,"Female","Widowed"
"4592",63,"Female","Single"
"4593",31,"Female","Married"
"4594",72,"Female","Married"
"4595",26,"Male","Single"
"4596",39,"Female","Single"
"4597",70,"Male","Married"
"4598",31,"Male","Single"
"4599",73,"Female","Widowed"
"4600",26,"Female","Single"
"4601",86,"Female","Single"
"4602",31,"Female","Single"
"4603",30,"Female","Married"
"4604",83,"Male","Divorced"
"4605",58,"Female","Married"
"4606",61,"Male","Divorced"
"4607",47,"Male","Married"
"4608",31,"Male","Single"
"4609",22,"Male","Single"
"4610",44,"Female","Married"
"4611",33,"Female","Married"
"4612",51,"Female","Married"
"4613",57,"Male","Married"
"4614",63,"Female","Widowed"
"4615",35,"Female","Single"
"4616",89,"Male","Widowed"
"4617",77,"Female","Divorced"
"4618",66,"Male","Married"
"4619",71,"Female","Married"
"4620",53,"Male","Married"
"4621",39,"Female","Married"
"4622",18,"Male","Single"
"4623",18,"Male","Single"
"4624",61,"Female","Married"
"4625",49,"Female","Single"
"4626",72,"Female","Married"
"4627",62,"Female","Divorced"
"4628",50,"Female","Single"
"4629",46,"Male","Married"
"4630",18,"Male","Single"
"4631",40,"Male","Married"
"4632",74,"Male","Single"
"4633",28,"Male","Single"
"4634",46,"Male","Married"
"4635",67,"Female","Married"
"4636",40,"Male","Single"
"4637",81,"Female","Widowed"
"4638",59,"Male","Widowed"
"4639",63,"Female","Married"
"4640",61,"Female","Married"
"4641",63,"Male","Divorced"
"4642",51,"Female","Married"
"4643",65,"Female","Widowed"
"4644",33,"Female","Divorced"
"4645",64,"Male","Divorced"
"4646",19,"Female","Single"
"4647",63,"Male","Married"
"4648",40,"Male","Single"
"4649",34,"Female","Single"
"4650",38,"Male","Divorced"
"4651",19,"Female","Single"
"4652",59,"Male","Divorced"
"4653",38,"Female","Married"
"4654",30,"Female","Single"
"4655",34,"Female","Married"
"4656",64,"Female","Married"
"4657",69,"Female","Married"
"4658",89,"Male","Married"
"4659",35,"Female","Single"
"4660",20,"Female","Single"
"4661",73,"Male","Divorced"
"4662",23,"Female","Single"
"4663",60,"Male","Married"
"4664",53,"Male","Widowed"
"4665",35,"Female","Single"
"4666",66,"Male","Married"
"4667",58,"Male","Single"
"4668",76,"Male","Married"
"4669",30,"Male","Single"
"4670",21,"Female","Single"
"4671",82,"Female","Widowed"
"4672",34,"Female","Single"
"4673",65,"Female","Single"
"4674",28,"Male","Single"
"4675",62,"Female","Married"
"4676",85,"Male","Married"
"4677",75,"Male","Married"
"4678",57,"Female","Widowed"
"4679",33,"Male","Single"
"4680",45,"Female","Married"
"4681",59,"Male","Single"
"4682",48,"Female","Married"
"4683",70,"Female","Married"
"4684",73,"Female","Married"
"4685",75,"Female","Married"
"4686",29,"Male","Married"
"4687",39,"Male","Married"
"4688",71,"Female","Married"
"4689",68,"Female","Married"
"4690",62,"Male","Married"
"4691",52,"Female","Married"
"4692",43,"Male","Single"
"4693",52,"Female","Married"
"4694",37,"Male","Single"
"4695",48,"Male","Divorced"
"4696",62,"Male","Divorced"
"4697",67,"Female","Divorced"
"4698",63,"Female","Married"
"4699",65,"Male","Married"
"4700",21,"Male","Single"
"4701",49,"Male","Single"
"4702",59,"Male","Married"
"4703",22,"Female","Single"
"4704",58,"Male","Married"
"4705",29,"Female","Married"
"4706",34,"Female","Single"
"4707",25,"Female","Married"
"4708",72,"Male","Married"
"4709",58,"Male","Married"
"4710",24,"Female","Single"
"4711",37,"Female","Married"
"4712",59,"Female","Married"
"4713",68,"Female","Divorced"
"4714",47,"Female","Married"
"4715",71,"Female","Married"
"4716",27,"Female","Single"
"4717",68,"Female","Married"
"4718",59,"Male","Single"
"4719",66,"Female","Married"
"4720",44,"Male","Married"
"4721",57,"Female","Married"
"4722",74,"Female","Widowed"
"4723",57,"Female","Widowed"
"4724",40,"Female","Single"
"4725",51,"Male","Single"
"4726",31,"Male","Married"
"4727",47,"Male","Married"
"4728",83,"Male","Widowed"
"4729",31,"Female","Married"
"4730",47,"Female","Single"
"4731",31,"Female","Single"
"4732",18,"Male","Single"
"4733",78,"Female","Married"
"4734",72,"Male","Married"
"4735",29,"Female","Married"
"4736",45,"Male","Single"
"4737",36,"Female","Married"
"4738",20,"Male","Single"
"4739",60,"Male","Married"
"4740",18,"Male","Single"
"4741",26,"Female","Single"
"4742",57,"Male","Single"
"4743",86,"Female","Married"
"4744",66,"Male","Married"
"4745",49,"Female","Married"
"4746",38,"Female","Married"
"4747",54,"Male","Married"
"4748",40,"Female","Single"
"4749",79,"Male","Married"
"4750",47,"Male","Single"
"4751",25,"Male","Single"
"4752",20,"Male","Single"
"4753",84,"Male","Widowed"
"4754",62,"Male","Married"
"4755",51,"Female","Divorced"
"4756",39,"Female","Single"
"4757",47,"Female","Widowed"
"4758",63,"Female","Single"
"4759",56,"Female","Widowed"
"4760",44,"Female","Divorced"
"4761",35,"Male","Single"
"4762",80,"Female","Married"
"4763",25,"Male","Single"
"4764",26,"Female","Single"
"4765",33,"Male","Single"
"4766",29,"Male","Married"
"4767",49,"Male","Divorced"
"4768",58,"Male","Married"
"4769",27,"Female","Single"
"4770",84,"Male","Divorced"
"4771",85,"Male","Divorced"
"4772",43,"Female","Single"
"4773",47,"Male","Married"
"4774",34,"Female","Single"
"4775",19,"Female","Single"
"4776",52,"Female","Married"
"4777",27,"Male","Single"
"4778",41,"Female","Single"
"4779",29,"Female","Single"
"4780",44,"Female","Married"
"4781",19,"Male","Single"
"4782",57,"Male","Divorced"
"4783",23,"Female","Single"
"4784",19,"Female","Single"
"4785",47,"Male","Single"
"4786",66,"Female","Married"
"4787",33,"Male","Married"
"4788",73,"Female","Divorced"
"4789",36,"Male","Single"
"4790",86,"Male","Widowed"
"4791",59,"Male","Married"
"4792",57,"Male","Married"
"4793",57,"Male","Married"
"4794",26,"Male","Single"
"4795",72,"Male","Married"
"4796",47,"Female","Divorced"
"4797",83,"Male","Married"
"4798",61,"Male","Married"
"4799",22,"Female","Single"
"4800",48,"Male","Single"
"4801",41,"Male","Married"
"4802",33,"Male","Single"
"4803",53,"Male","Divorced"
"4804",53,"Male","Divorced"
"4805",67,"Male","Married"
"4806",39,"Male","Single"
"4807",91,"Male","Widowed"
"4808",68,"Male","Divorced"
"4809",33,"Female","Single"
"4810",69,"Female","Divorced"
"4811",89,"Female","Widowed"
"4812",43,"Male","Married"
"4813",35,"Female","Married"
"4814",65,"Female","Married"
"4815",35,"Female","Married"
"4816",29,"Female","Single"
"4817",56,"Male","Married"
"4818",21,"Male","Single"
"4819",55,"Female","Married"
"4820",47,"Male","Married"
"4821",22,"Male","Single"
"4822",40,"Male","Single"
"4823",48,"Female","Divorced"
"4824",66,"Male","Single"
"4825",24,"Male","Single"
"4826",38,"Female","Married"
"4827",57,"Female","Married"
"4828",49,"Female","Married"
"4829",39,"Male","Single"
